True,Pred
188.00002,188.34279
4.0,3.8124084
20.0,19.919128
60.0,60.900146
196.00002,196.12842
52.0,53.49994
356.0,356.21762
140.0,139.8205
284.0,283.84314
332.0,332.30853
220.00002,220.18478
60.0,59.45883
340.0,340.42084
316.0,316.3829
76.0,75.32483
12.0,12.393005
52.0,53.766113
108.0,107.986206
324.0,324.69177
316.0,316.43756
44.0,43.307373
4.0,3.902832
228.0,228.10934
12.0,11.915588
276.0,275.87906
36.0,35.84543
316.0,315.95834
84.0,84.85242
164.0,164.10211
220.00002,222.04985
92.0,92.599335
204.0,204.0785
92.0,91.96594
140.0,140.10675
340.0,340.13803
60.0,55.377472
76.0,76.74359
36.0,35.5354
140.0,140.0216
300.0,300.01172
308.0,308.3273
132.0,131.51959
116.0,116.06256
324.0,324.7556
76.0,76.03549
4.0,3.9259338
332.0,332.3812
220.00002,219.90234
20.0,19.691315
124.0,123.762695
28.0,28.442993
52.0,55.43454
100.0,99.615906
28.0,27.813751
124.0,123.79935
276.0,276.2696
84.0,84.11258
284.0,286.38684
4.0,3.9501648
124.0,123.83777
100.0,99.96097
36.0,35.435425
212.00002,215.95587
292.0,291.6342
92.0,90.9527
116.0,116.76172
116.0,116.20502
300.0,300.6409
228.0,227.96002
244.0,244.26227
284.0,285.41003
204.0,204.27701
268.0,268.65826
12.0,12.662201
76.0,75.76599
300.0,300.59732
12.0,11.936676
268.0,267.78635
220.00002,220.07779
68.0,63.803894
92.0,91.675934
188.00002,188.1066
308.0,310.10297
44.0,43.8963
284.0,283.77554
340.0,340.24353
324.0,324.21866
228.0,229.93759
180.0,180.25554
156.0,156.53754
116.0,116.93735
332.0,336.31107
348.0,348.15616
308.0,308.39618
220.00002,220.57924
156.0,156.11853
236.00002,236.03139
132.0,131.98077
332.0,334.98724
12.0,9.952332
268.0,268.10327
148.0,148.16473
220.00002,219.80684
100.0,99.78824
332.0,332.06696
28.0,27.615814
212.00002,212.30283
340.0,340.3872
300.0,300.151
108.0,107.70758
172.0,172.19
356.0,356.02188
148.0,147.5928
156.0,156.34192
68.0,67.95407
300.0,300.24622
140.0,139.77048
188.00002,188.13234
244.0,243.45941
244.0,244.60565
300.0,300.04504
172.0,171.89795
260.0,259.87338
284.0,284.3376
180.0,180.02718
188.00002,188.04504
68.0,67.77832
140.0,139.66089
20.0,18.839172
252.0,252.31982
12.0,11.804291
284.0,284.65228
340.0,340.34836
60.0,58.48355
220.00002,220.24017
84.0,83.78519
172.0,172.2381
164.0,163.95996
36.0,34.91992
68.0,67.2973
332.0,332.31805
180.0,179.97601
140.0,139.95782
188.00002,188.34096
188.00002,188.15446
180.0,180.04964
316.0,316.41077
44.0,43.187744
68.0,67.32352
60.0,60.1286
340.0,341.90906
188.00002,188.04333
196.00002,196.22693
228.0,222.73386
36.0,35.632385
268.0,268.4803
20.0,19.875183
180.0,180.08475
260.0,260.56006
260.0,260.15747
52.0,51.513977
212.00002,212.31625
276.0,276.64948
268.0,268.09106
236.00002,235.66428
284.0,284.2893
156.0,155.79736
92.0,92.24768
244.0,243.48047
156.0,156.26147
300.0,300.0271
60.0,59.034393
332.0,332.2361
100.0,100.460724
140.0,140.24872
172.0,171.47852
196.00002,196.0531
132.0,131.94733
180.0,180.03532
12.0,13.062164
44.0,43.479004
300.0,295.028
52.0,51.73059
292.0,292.4038
140.0,139.77917
12.0,12.807312
244.0,244.20845
244.0,243.70459
268.0,268.2481
156.0,156.18304
196.00002,196.13876
180.0,178.53992
204.0,204.12541
76.0,75.48462
252.0,261.4531
188.00002,188.1304
252.0,252.05246
156.0,156.3982
268.0,265.00104
76.0,76.23883
108.0,107.637024
156.0,156.22107
68.0,64.470764
284.0,284.03424
220.00002,219.77043
220.00002,220.2711
52.0,57.135284
212.00002,212.01653
44.0,43.498962
44.0,43.7052
244.0,243.64458
308.0,308.36163
284.0,283.6766
164.0,164.07422
228.0,228.00557
204.0,204.13707
180.0,180.12096
164.0,164.08148
52.0,51.545258
140.0,140.24417
132.0,132.2366
116.0,116.093506
268.0,268.23456
12.0,11.916168
68.0,67.561676
28.0,28.250488
204.0,204.6961
188.00002,188.20006
180.0,180.2105
180.0,180.03429
308.0,308.19806
236.00002,235.99545
68.0,64.71454
132.0,131.71393
20.0,19.56015
356.0,356.01028
156.0,158.12738
60.0,59.496002
220.00002,219.91722
308.0,307.93063
252.0,251.90991
60.0,58.96927
268.0,271.43445
212.00002,212.26036
268.0,272.31747
196.00002,196.41357
140.0,140.02893
196.00002,196.24663
76.0,75.84909
172.0,172.16919
260.0,260.45834
276.0,277.29218
204.0,204.30846
252.0,251.41983
348.0,348.28928
60.0,60.048737
124.0,124.10278
68.0,67.3103
68.0,67.87732
100.0,98.9498
204.0,204.25217
180.0,180.17798
108.0,107.98691
100.0,99.74591
252.0,251.1502
156.0,156.51532
276.0,276.14862
4.0,4.1784363
156.0,155.60828
236.00002,235.40778
180.0,180.00655
92.0,91.78931
52.0,51.54596
332.0,332.92084
268.0,269.38068
20.0,20.270416
100.0,99.36282
236.00002,234.8751
180.0,180.0404
212.00002,211.87799
20.0,19.807648
60.0,58.609314
124.0,123.85812
60.0,59.87506
124.0,124.08066
292.0,292.13138
340.0,340.1959
348.0,348.3548
148.0,148.33936
236.00002,236.9202
228.0,227.82059
180.0,179.893
348.0,347.99445
332.0,332.2568
316.0,316.40265
172.0,172.0617
60.0,59.11212
156.0,156.09589
12.0,12.008484
180.0,180.12332
308.0,310.00092
308.0,308.12814
228.0,227.84064
244.0,244.12732
76.0,74.38873
84.0,83.16925
292.0,291.95877
124.0,124.08026
148.0,147.8617
244.0,243.47232
52.0,51.582153
292.0,292.0111
108.0,108.28198
124.0,123.80173
260.0,265.79907
148.0,148.11145
260.0,264.5161
244.0,241.21829
28.0,27.52182
220.00002,220.1944
212.00002,212.2067
204.0,204.55673
228.0,227.7056
348.0,347.99533
20.0,19.831848
252.0,255.95026
132.0,131.61682
4.0,4.273773
100.0,100.1174
316.0,306.66815
308.0,308.1526
188.00002,188.30681
12.0,12.0448
4.0,4.0739136
332.0,331.32364
300.0,300.9413
268.0,269.08844
156.0,155.96735
76.0,73.68762
132.0,132.27072
268.0,268.45996
316.0,316.62436
324.0,324.98856
36.0,35.743958
316.0,316.39374
180.0,179.98303
92.0,92.27661
76.0,75.323
132.0,131.45721
300.0,300.0937
204.0,204.16588
28.0,27.66391
100.0,99.90671
108.0,108.2251
180.0,180.03593
180.0,179.91809
316.0,315.66956
60.0,59.580505
348.0,348.57092
68.0,67.839966
68.0,67.39978
212.00002,212.24365
188.00002,188.3783
124.0,124.23718
44.0,43.22751
108.0,108.08676
308.0,308.28076
348.0,348.27805
44.0,44.31201
156.0,155.95831
220.00002,219.52084
244.0,243.83142
292.0,292.31577
52.0,52.67517
100.0,99.87482
252.0,251.77802
260.0,260.10406
108.0,107.82495
268.0,268.24573
52.0,51.98941
116.0,115.62341
356.0,356.6305
348.0,347.76218
212.00002,212.30568
252.0,258.47113
212.00002,214.60478
116.0,115.82059
28.0,27.563599
124.0,124.25702
188.00002,188.46797
260.0,259.79462
316.0,316.38232
196.00002,196.24626
324.0,324.2535
244.0,244.27106
316.0,316.31897
4.0,3.9015503
132.0,131.58258
324.0,324.99167
220.00002,220.19183
52.0,51.318146
132.0,131.94586
252.0,252.39368
284.0,284.6635
204.0,204.2096
292.0,292.18402
268.0,270.8299
140.0,139.98706
284.0,284.45203
308.0,308.51947
340.0,339.60455
348.0,348.1826
164.0,163.81836
292.0,294.03592
196.00002,196.30157
316.0,316.18393
228.0,228.62555
12.0,12.760345
68.0,68.00726
276.0,276.53998
60.0,59.99643
52.0,51.917908
196.00002,196.20311
180.0,180.25903
188.00002,187.73195
92.0,91.30194
84.0,80.95334
196.00002,196.3141
148.0,148.12689
164.0,164.14117
244.0,243.83981
164.0,163.70953
36.0,35.200226
76.0,81.14517
268.0,268.331
276.0,275.83215
44.0,42.914642
236.00002,235.74312
244.0,244.29971
164.0,163.56
116.0,116.13638
236.00002,236.11179
76.0,75.87399
220.00002,220.50278
172.0,172.16925
340.0,340.31677
276.0,274.2472
236.00002,236.57413
20.0,22.829834
132.0,132.00937
188.00002,187.93243
156.0,156.17242
116.0,115.92847
36.0,35.73764
180.0,180.22076
52.0,51.69052
124.0,124.03693
212.00002,211.91106
52.0,50.80948
292.0,291.98602
28.0,27.080963
196.00002,196.2966
36.0,35.766815
60.0,59.404114
340.0,340.0835
108.0,108.12341
244.0,244.05756
36.0,34.4057
260.0,263.06345
84.0,83.664795
28.0,27.133392
180.0,180.19115
276.0,278.39398
36.0,34.699097
244.0,243.1293
156.0,156.2417
52.0,51.824768
108.0,107.12256
172.0,171.46289
44.0,43.37494
292.0,293.17557
252.0,251.98723
268.0,267.97302
260.0,259.80588
60.0,59.0849
68.0,65.69003
332.0,332.8187
180.0,180.18442
12.0,11.808319
60.0,57.348236
196.00002,196.41298
4.0,4.135376
300.0,299.9239
252.0,251.34721
212.00002,212.32819
276.0,276.3536
172.0,172.11914
196.00002,196.17776
84.0,83.67099
76.0,74.658295
84.0,84.44324
244.0,244.2251
220.00002,220.52313
148.0,148.11188
116.0,116.00888
76.0,74.951965
116.0,115.510254
68.0,67.652985
324.0,324.59613
236.00002,235.80078
284.0,289.76172
228.0,228.41518
84.0,83.35629
172.0,173.14954
228.0,228.2433
220.00002,220.17267
308.0,307.5381
84.0,82.74811
188.00002,188.08858
260.0,260.5311
52.0,51.193634
332.0,332.37817
340.0,340.3998
284.0,285.03668
140.0,141.36102
20.0,19.877289
132.0,133.53372
148.0,148.17197
156.0,156.59253
236.00002,235.8474
332.0,332.44016
236.00002,235.85709
244.0,244.1639
124.0,123.86908
324.0,324.48114
228.0,227.98958
324.0,324.34268
300.0,300.16934
44.0,43.641052
60.0,59.373627
76.0,75.34656
268.0,267.8119
164.0,163.81903
36.0,35.57422
340.0,340.2809
36.0,33.73587
316.0,316.54724
300.0,300.3086
148.0,147.9367
236.00002,235.79367
292.0,291.9651
292.0,287.25284
260.0,259.34824
300.0,300.00003
156.0,156.32605
292.0,291.84174
252.0,257.54572
252.0,251.39957
44.0,43.619873
260.0,260.81058
220.00002,219.85342
356.0,356.1175
196.00002,196.43457
212.00002,211.6525
52.0,51.76465
108.0,108.10443
84.0,84.07449
188.00002,188.23299
308.0,307.69687
116.0,115.982086
12.0,12.158203
348.0,348.30722
284.0,284.1461
180.0,179.96521
12.0,11.586761
324.0,328.53528
308.0,308.64847
284.0,284.4561
116.0,115.82037
132.0,131.99408
132.0,131.84259
356.0,355.9171
20.0,18.988708
340.0,340.2647
124.0,122.93588
292.0,292.66113
268.0,258.40857
36.0,35.59442
348.0,347.22025
260.0,260.26392
52.0,51.364624
132.0,132.61249
188.00002,188.25888
28.0,27.085236
300.0,303.55096
116.0,116.198425
228.0,224.31548
156.0,155.60394
60.0,59.11566
28.0,27.923615
172.0,172.20752
260.0,260.2457
348.0,348.04874
124.0,124.14325
116.0,116.04352
68.0,65.05197
132.0,132.80167
348.0,348.06592
252.0,252.9316
300.0,300.1586
244.0,244.44
36.0,33.292145
348.0,348.00916
180.0,179.8565
292.0,292.1699
292.0,291.99088
108.0,108.5755
84.0,83.91498
348.0,348.6903
188.00002,188.18825
188.00002,188.5216
148.0,148.11575
180.0,180.06343
180.0,180.24185
300.0,300.18915
284.0,284.22675
92.0,89.57355
356.0,356.29602
60.0,59.576263
164.0,163.95856
204.0,204.92105
132.0,132.03714
292.0,292.02707
316.0,307.66638
76.0,76.18933
188.00002,188.1711
292.0,295.8871
132.0,132.08337
68.0,67.71533
4.0,3.9947205
124.0,124.41275
300.0,300.059
196.00002,196.58139
60.0,59.15564
212.00002,212.2799
196.00002,195.99774
108.0,108.01373
356.0,356.30447
212.00002,212.91231
228.0,228.03818
284.0,283.91748
212.00002,212.45537
68.0,67.88925
276.0,276.62216
4.0,4.179535
76.0,76.329865
36.0,35.76367
52.0,51.612
100.0,99.973206
44.0,43.364685
348.0,348.22464
340.0,340.13422
348.0,348.1389
132.0,131.9336
204.0,204.60959
20.0,19.912872
148.0,148.32767
140.0,140.06857
84.0,84.15039
172.0,172.22668
348.0,348.14365
180.0,180.06737
268.0,267.78644
260.0,260.26807
212.00002,212.309
316.0,316.95923
164.0,164.307
324.0,324.38037
316.0,316.30997
60.0,60.16736
28.0,30.113556
260.0,260.014
76.0,77.2038
108.0,108.10858
196.00002,195.96445
84.0,83.863434
132.0,131.78333
180.0,179.01416
108.0,108.37335
308.0,308.31677
332.0,332.21997
188.00002,188.14136
12.0,12.377258
148.0,147.68268
244.0,243.70187
76.0,77.12796
244.0,244.18231
212.00002,212.30121
308.0,308.53067
124.0,123.91919
276.0,276.00012
284.0,283.72757
76.0,75.73535
268.0,267.97775
108.0,107.381775
276.0,275.82184
236.00002,236.42912
188.00002,188.08974
76.0,76.592285
244.0,243.42567
276.0,276.7328
52.0,51.258698
124.0,123.89627
148.0,147.92963
204.0,204.13658
36.0,35.45749
228.0,227.83177
124.0,124.22763
180.0,180.30293
300.0,300.1496
316.0,316.1453
300.0,300.1945
252.0,251.76752
4.0,3.9449158
236.00002,235.74648
340.0,340.2855
12.0,12.125397
244.0,243.55698
324.0,324.48996
284.0,284.00192
188.00002,188.17447
148.0,147.70026
60.0,59.572235
180.0,180.16237
140.0,140.28934
68.0,68.859924
116.0,116.009705
204.0,204.3973
108.0,107.96887
180.0,180.13707
172.0,172.13916
172.0,172.1806
268.0,268.3915
316.0,316.12766
220.00002,220.20499
76.0,76.58856
132.0,132.0274
132.0,132.18155
92.0,92.013855
180.0,180.18138
332.0,332.46808
204.0,204.60558
236.00002,235.82693
260.0,260.18164
292.0,291.86786
156.0,155.83081
100.0,100.13614
356.0,356.03372
236.00002,235.93701
52.0,50.6604
108.0,107.50226
284.0,284.14587
268.0,270.01532
236.00002,236.48271
132.0,131.84503
76.0,69.8295
220.00002,223.56073
348.0,348.44675
188.00002,188.25786
148.0,148.2185
188.00002,188.16933
20.0,19.416107
300.0,300.04114
324.0,324.3305
316.0,316.4895
68.0,67.82373
180.0,180.17789
340.0,339.25455
172.0,171.28351
244.0,244.71678
356.0,356.21436
68.0,67.37558
164.0,164.42041
140.0,139.80127
76.0,76.41748
20.0,19.925385
140.0,140.23608
356.0,356.41812
148.0,148.1051
148.0,151.60522
116.0,115.6084
156.0,155.44824
84.0,85.425934
116.0,116.0361
108.0,107.97113
36.0,35.912476
276.0,275.83685
252.0,251.89424
316.0,316.6235
236.00002,236.04767
124.0,124.013916
148.0,149.52386
308.0,309.72028
244.0,245.46735
60.0,56.58603
12.0,12.128174
308.0,308.50488
12.0,11.761108
20.0,19.799622
268.0,270.03003
44.0,43.411133
300.0,300.0193
180.0,180.17813
180.0,180.19281
204.0,204.36612
260.0,258.4339
148.0,147.87683
172.0,172.25311
28.0,27.742432
172.0,170.55505
100.0,100.21698
340.0,340.17615
100.0,99.9393
164.0,163.44067
252.0,251.80963
164.0,163.94598
268.0,268.1873
196.00002,196.29839
44.0,43.57196
4.0,4.039673
36.0,38.24948
164.0,164.21265
236.00002,237.86761
92.0,91.699646
244.0,243.94312
268.0,269.41824
188.00002,188.19514
268.0,268.8939
220.00002,220.47601
276.0,276.68512
260.0,256.47522
84.0,84.07904
20.0,16.248322
244.0,243.64586
180.0,180.05423
36.0,35.609802
140.0,139.79675
204.0,203.99716
332.0,331.57056
236.00002,236.22263
148.0,147.90466
276.0,270.9766
316.0,316.58737
172.0,172.04456
276.0,275.97302
148.0,148.22363
252.0,251.02286
148.0,147.4674
348.0,348.2763
180.0,180.04582
172.0,172.30554
316.0,316.1056
324.0,322.4552
92.0,91.743256
156.0,155.77655
332.0,332.344
20.0,20.272644
284.0,285.25763
212.00002,212.32872
52.0,51.104523
172.0,171.781
52.0,51.958954
276.0,276.02942
196.00002,196.53995
12.0,12.004211
332.0,332.36884
276.0,276.16733
124.0,123.966125
316.0,316.335
356.0,356.06586
28.0,27.96643
60.0,59.663055
60.0,59.589783
140.0,139.98932
212.00002,211.74533
356.0,356.43893
164.0,163.664
108.0,107.85391
332.0,331.94623
188.00002,188.27083
340.0,340.47046
212.00002,212.37793
28.0,27.585938
340.0,339.65637
20.0,19.691162
244.0,244.24814
212.00002,212.3641
188.00002,188.1888
332.0,332.4646
188.00002,188.16373
356.0,355.72482
348.0,346.79413
148.0,147.9234
108.0,107.79193
308.0,308.14297
340.0,340.08252
164.0,164.0523
20.0,20.358948
228.0,228.63034
124.0,124.012054
284.0,284.5423
92.0,91.2211
212.00002,213.29547
172.0,172.26666
196.00002,195.75381
148.0,147.81702
220.00002,219.81984
204.0,204.21829
4.0,4.6939697
196.00002,196.48697
180.0,180.19748
300.0,299.84424
84.0,84.28314
180.0,179.94562
188.00002,188.31126
236.00002,236.66489
148.0,147.94958
4.0,4.5482483
188.00002,188.2619
196.00002,195.45755
116.0,115.49463
316.0,316.4722
140.0,139.94757
100.0,99.94855
164.0,163.87335
324.0,324.2464
236.00002,235.59857
308.0,308.1067
4.0,4.0483093
236.00002,236.32039
212.00002,212.05412
28.0,27.851898
300.0,299.96906
228.0,229.35951
124.0,124.007965
244.0,243.9294
4.0,4.121338
196.00002,196.60733
308.0,307.6029
4.0,4.0753784
100.0,99.66083
124.0,123.68225
28.0,27.798492
68.0,67.77417
252.0,251.46146
68.0,67.83664
68.0,65.06671
316.0,316.54333
324.0,324.50415
180.0,180.07936
68.0,67.287506
204.0,204.46748
204.0,204.06197
284.0,285.7685
84.0,83.727356
316.0,316.6094
332.0,332.31674
140.0,139.91895
52.0,50.95706
92.0,91.79138
268.0,268.8055
124.0,124.2536
116.0,115.947876
140.0,140.37946
60.0,59.512238
148.0,148.11322
228.0,228.35527
156.0,155.91302
156.0,155.95581
60.0,59.792084
236.00002,236.52975
276.0,275.9633
164.0,164.04816
172.0,172.40637
348.0,348.15585
332.0,332.41486
212.00002,212.21509
116.0,115.91275
172.0,172.06836
236.00002,236.00528
212.00002,213.34552
356.0,355.7893
180.0,180.11134
196.00002,196.2324
348.0,348.0675
204.0,204.4757
52.0,51.384125
20.0,20.848877
292.0,291.1798
228.0,227.87735
300.0,300.07812
332.0,331.94904
100.0,100.1597
236.00002,236.32513
52.0,50.76111
28.0,27.643677
92.0,92.04059
204.0,203.98428
204.0,204.31471
100.0,99.615295
28.0,27.459778
172.0,172.05121
108.0,108.11984
172.0,172.03894
180.0,180.21136
12.0,12.055206
124.0,125.11374
28.0,26.944366
276.0,271.1924
52.0,52.09027
12.0,11.912262
244.0,243.89494
60.0,61.190887
340.0,340.2398
284.0,284.411
4.0,4.02417
236.00002,235.11755
228.0,228.44101
60.0,58.845764
284.0,283.71994
164.0,164.10706
324.0,325.03
100.0,94.85132
92.0,91.476074
156.0,155.4726
12.0,13.834564
108.0,106.945526
156.0,156.39465
268.0,268.2224
204.0,204.1481
52.0,59.019196
4.0,4.0119934
52.0,51.911774
268.0,268.26822
252.0,253.17215
268.0,268.17908
276.0,276.3279
100.0,99.94812
108.0,107.80771
84.0,84.09061
148.0,147.99338
180.0,180.21237
68.0,67.78247
268.0,268.75253
212.00002,211.85368
148.0,148.0899
140.0,139.9729
116.0,116.104065
284.0,283.87366
180.0,179.97937
4.0,4.1963806
308.0,308.23767
228.0,228.1213
332.0,332.46808
76.0,76.21954
324.0,323.467
180.0,180.27022
188.00002,188.38068
148.0,148.15451
