filename,zeta_norm,b,c,zeta_raw
file_50.npy,1.142857142857142753e+04,3.200000000000000067e-01,-1.480000000000000000e+02,4.000000000000000083e-03
file_51.npy,1.142857142857142753e+04,3.200000000000000067e-01,-1.400000000000000000e+02,4.000000000000000083e-03
file_52.npy,1.142857142857142753e+04,3.200000000000000067e-01,-1.320000000000000000e+02,4.000000000000000083e-03
file_53.npy,1.142857142857142753e+04,3.200000000000000067e-01,-1.240000000000000000e+02,4.000000000000000083e-03
file_54.npy,1.142857142857142753e+04,3.200000000000000067e-01,-1.160000000000000000e+02,4.000000000000000083e-03
file_55.npy,1.142857142857142753e+04,3.200000000000000067e-01,-1.080000000000000000e+02,4.000000000000000083e-03
file_56.npy,1.142857142857142753e+04,3.200000000000000067e-01,-1.000000000000000000e+02,4.000000000000000083e-03
file_57.npy,1.142857142857142753e+04,3.200000000000000067e-01,-9.200000000000000000e+01,4.000000000000000083e-03
file_58.npy,1.142857142857142753e+04,3.200000000000000067e-01,-8.400000000000000000e+01,4.000000000000000083e-03
file_59.npy,1.142857142857142753e+04,3.200000000000000067e-01,-7.600000000000000000e+01,4.000000000000000083e-03
file_60.npy,1.142857142857142753e+04,3.200000000000000067e-01,-6.800000000000000000e+01,4.000000000000000083e-03
file_61.npy,1.142857142857142753e+04,3.200000000000000067e-01,-6.000000000000000000e+01,4.000000000000000083e-03
file_62.npy,1.142857142857142753e+04,3.200000000000000067e-01,-5.200000000000000000e+01,4.000000000000000083e-03
file_63.npy,1.142857142857142753e+04,3.200000000000000067e-01,-4.400000000000000000e+01,4.000000000000000083e-03
file_64.npy,1.142857142857142753e+04,3.200000000000000067e-01,-3.600000000000000000e+01,4.000000000000000083e-03
file_65.npy,1.142857142857142753e+04,3.200000000000000067e-01,-2.800000000000000000e+01,4.000000000000000083e-03
file_66.npy,1.142857142857142753e+04,3.200000000000000067e-01,-2.000000000000000000e+01,4.000000000000000083e-03
file_67.npy,1.142857142857142753e+04,3.200000000000000067e-01,-1.200000000000000000e+01,4.000000000000000083e-03
file_68.npy,1.142857142857142753e+04,3.200000000000000067e-01,-4.000000000000000000e+00,4.000000000000000083e-03
file_69.npy,1.142857142857142753e+04,3.200000000000000067e-01,4.000000000000000000e+00,4.000000000000000083e-03
file_70.npy,1.142857142857142753e+04,3.200000000000000067e-01,1.200000000000000000e+01,4.000000000000000083e-03
file_71.npy,1.142857142857142753e+04,3.200000000000000067e-01,2.000000000000000000e+01,4.000000000000000083e-03
file_72.npy,1.142857142857142753e+04,3.200000000000000067e-01,2.800000000000000000e+01,4.000000000000000083e-03
file_73.npy,1.142857142857142753e+04,3.200000000000000067e-01,3.600000000000000000e+01,4.000000000000000083e-03
file_74.npy,1.142857142857142753e+04,3.200000000000000067e-01,4.400000000000000000e+01,4.000000000000000083e-03
file_75.npy,1.142857142857142753e+04,3.200000000000000067e-01,5.200000000000000000e+01,4.000000000000000083e-03
file_76.npy,1.142857142857142753e+04,3.200000000000000067e-01,6.000000000000000000e+01,4.000000000000000083e-03
file_77.npy,1.142857142857142753e+04,3.200000000000000067e-01,6.800000000000000000e+01,4.000000000000000083e-03
file_78.npy,1.142857142857142753e+04,3.200000000000000067e-01,7.600000000000000000e+01,4.000000000000000083e-03
file_79.npy,1.142857142857142753e+04,3.200000000000000067e-01,8.400000000000000000e+01,4.000000000000000083e-03
file_80.npy,1.142857142857142753e+04,3.200000000000000067e-01,9.200000000000000000e+01,4.000000000000000083e-03
file_81.npy,1.142857142857142753e+04,3.200000000000000067e-01,1.000000000000000000e+02,4.000000000000000083e-03
file_82.npy,1.142857142857142753e+04,3.200000000000000067e-01,1.080000000000000000e+02,4.000000000000000083e-03
file_83.npy,1.142857142857142753e+04,3.200000000000000067e-01,1.160000000000000000e+02,4.000000000000000083e-03
file_84.npy,1.142857142857142753e+04,3.200000000000000067e-01,1.240000000000000000e+02,4.000000000000000083e-03
file_85.npy,1.142857142857142753e+04,3.200000000000000067e-01,1.320000000000000000e+02,4.000000000000000083e-03
file_86.npy,1.142857142857142753e+04,3.200000000000000067e-01,1.400000000000000000e+02,4.000000000000000083e-03
file_87.npy,1.142857142857142753e+04,3.200000000000000067e-01,1.480000000000000000e+02,4.000000000000000083e-03
file_88.npy,1.142857142857142753e+04,3.200000000000000067e-01,1.560000000000000000e+02,4.000000000000000083e-03
file_89.npy,1.142857142857142753e+04,3.200000000000000067e-01,1.640000000000000000e+02,4.000000000000000083e-03
file_90.npy,1.142857142857142753e+04,3.200000000000000067e-01,1.720000000000000000e+02,4.000000000000000083e-03
file_91.npy,1.142857142857142753e+04,3.200000000000000067e-01,1.800000000000000000e+02,4.000000000000000083e-03
file_92.npy,1.142857142857142753e+04,5.400000000000000355e-01,-1.800000000000000000e+02,4.000000000000000083e-03
file_93.npy,1.142857142857142753e+04,5.400000000000000355e-01,-1.720000000000000000e+02,4.000000000000000083e-03
file_94.npy,1.142857142857142753e+04,5.400000000000000355e-01,-1.640000000000000000e+02,4.000000000000000083e-03
file_95.npy,1.142857142857142753e+04,5.400000000000000355e-01,-1.560000000000000000e+02,4.000000000000000083e-03
file_96.npy,1.142857142857142753e+04,5.400000000000000355e-01,-1.480000000000000000e+02,4.000000000000000083e-03
file_97.npy,1.142857142857142753e+04,5.400000000000000355e-01,-1.400000000000000000e+02,4.000000000000000083e-03
file_98.npy,1.142857142857142753e+04,5.400000000000000355e-01,-1.320000000000000000e+02,4.000000000000000083e-03
file_99.npy,1.142857142857142753e+04,5.400000000000000355e-01,-1.240000000000000000e+02,4.000000000000000083e-03
file_100.npy,1.142857142857142753e+04,5.400000000000000355e-01,-1.160000000000000000e+02,4.000000000000000083e-03
file_101.npy,1.142857142857142753e+04,5.400000000000000355e-01,-1.080000000000000000e+02,4.000000000000000083e-03
file_102.npy,1.142857142857142753e+04,5.400000000000000355e-01,-1.000000000000000000e+02,4.000000000000000083e-03
file_103.npy,1.142857142857142753e+04,5.400000000000000355e-01,-9.200000000000000000e+01,4.000000000000000083e-03
file_104.npy,1.142857142857142753e+04,5.400000000000000355e-01,-8.400000000000000000e+01,4.000000000000000083e-03
file_105.npy,1.142857142857142753e+04,5.400000000000000355e-01,-7.600000000000000000e+01,4.000000000000000083e-03
file_106.npy,1.142857142857142753e+04,5.400000000000000355e-01,-6.800000000000000000e+01,4.000000000000000083e-03
file_107.npy,1.142857142857142753e+04,5.400000000000000355e-01,-6.000000000000000000e+01,4.000000000000000083e-03
file_108.npy,1.142857142857142753e+04,5.400000000000000355e-01,-5.200000000000000000e+01,4.000000000000000083e-03
file_109.npy,1.142857142857142753e+04,5.400000000000000355e-01,-4.400000000000000000e+01,4.000000000000000083e-03
file_110.npy,1.142857142857142753e+04,5.400000000000000355e-01,-3.600000000000000000e+01,4.000000000000000083e-03
file_111.npy,1.142857142857142753e+04,5.400000000000000355e-01,-2.800000000000000000e+01,4.000000000000000083e-03
file_112.npy,1.142857142857142753e+04,5.400000000000000355e-01,-2.000000000000000000e+01,4.000000000000000083e-03
file_113.npy,1.142857142857142753e+04,5.400000000000000355e-01,-1.200000000000000000e+01,4.000000000000000083e-03
file_114.npy,1.142857142857142753e+04,5.400000000000000355e-01,-4.000000000000000000e+00,4.000000000000000083e-03
file_115.npy,1.142857142857142753e+04,5.400000000000000355e-01,4.000000000000000000e+00,4.000000000000000083e-03
file_116.npy,1.142857142857142753e+04,5.400000000000000355e-01,1.200000000000000000e+01,4.000000000000000083e-03
file_117.npy,1.142857142857142753e+04,5.400000000000000355e-01,2.000000000000000000e+01,4.000000000000000083e-03
file_118.npy,1.142857142857142753e+04,5.400000000000000355e-01,2.800000000000000000e+01,4.000000000000000083e-03
file_119.npy,1.142857142857142753e+04,5.400000000000000355e-01,3.600000000000000000e+01,4.000000000000000083e-03
file_120.npy,1.142857142857142753e+04,5.400000000000000355e-01,4.400000000000000000e+01,4.000000000000000083e-03
file_121.npy,1.142857142857142753e+04,5.400000000000000355e-01,5.200000000000000000e+01,4.000000000000000083e-03
file_122.npy,1.142857142857142753e+04,5.400000000000000355e-01,6.000000000000000000e+01,4.000000000000000083e-03
file_123.npy,1.142857142857142753e+04,5.400000000000000355e-01,6.800000000000000000e+01,4.000000000000000083e-03
file_124.npy,1.142857142857142753e+04,5.400000000000000355e-01,7.600000000000000000e+01,4.000000000000000083e-03
file_125.npy,1.142857142857142753e+04,5.400000000000000355e-01,8.400000000000000000e+01,4.000000000000000083e-03
file_126.npy,1.142857142857142753e+04,5.400000000000000355e-01,9.200000000000000000e+01,4.000000000000000083e-03
file_127.npy,1.142857142857142753e+04,5.400000000000000355e-01,1.000000000000000000e+02,4.000000000000000083e-03
file_128.npy,1.142857142857142753e+04,5.400000000000000355e-01,1.080000000000000000e+02,4.000000000000000083e-03
file_129.npy,1.142857142857142753e+04,5.400000000000000355e-01,1.160000000000000000e+02,4.000000000000000083e-03
file_130.npy,1.142857142857142753e+04,5.400000000000000355e-01,1.240000000000000000e+02,4.000000000000000083e-03
file_131.npy,1.142857142857142753e+04,5.400000000000000355e-01,1.320000000000000000e+02,4.000000000000000083e-03
file_132.npy,1.142857142857142753e+04,5.400000000000000355e-01,1.400000000000000000e+02,4.000000000000000083e-03
file_133.npy,1.142857142857142753e+04,5.400000000000000355e-01,1.480000000000000000e+02,4.000000000000000083e-03
file_134.npy,1.142857142857142753e+04,5.400000000000000355e-01,1.560000000000000000e+02,4.000000000000000083e-03
file_135.npy,1.142857142857142753e+04,5.400000000000000355e-01,1.640000000000000000e+02,4.000000000000000083e-03
file_136.npy,1.142857142857142753e+04,5.400000000000000355e-01,1.720000000000000000e+02,4.000000000000000083e-03
file_137.npy,1.142857142857142753e+04,5.400000000000000355e-01,1.800000000000000000e+02,4.000000000000000083e-03
file_138.npy,1.142857142857142753e+04,7.600000000000000089e-01,-1.800000000000000000e+02,4.000000000000000083e-03
file_139.npy,1.142857142857142753e+04,7.600000000000000089e-01,-1.720000000000000000e+02,4.000000000000000083e-03
file_140.npy,1.142857142857142753e+04,7.600000000000000089e-01,-1.640000000000000000e+02,4.000000000000000083e-03
file_141.npy,1.142857142857142753e+04,7.600000000000000089e-01,-1.560000000000000000e+02,4.000000000000000083e-03
file_142.npy,1.142857142857142753e+04,7.600000000000000089e-01,-1.480000000000000000e+02,4.000000000000000083e-03
file_143.npy,1.142857142857142753e+04,7.600000000000000089e-01,-1.400000000000000000e+02,4.000000000000000083e-03
file_144.npy,1.142857142857142753e+04,7.600000000000000089e-01,-1.320000000000000000e+02,4.000000000000000083e-03
file_145.npy,1.142857142857142753e+04,7.600000000000000089e-01,-1.240000000000000000e+02,4.000000000000000083e-03
file_146.npy,1.142857142857142753e+04,7.600000000000000089e-01,-1.160000000000000000e+02,4.000000000000000083e-03
file_147.npy,1.142857142857142753e+04,7.600000000000000089e-01,-1.080000000000000000e+02,4.000000000000000083e-03
file_148.npy,1.142857142857142753e+04,7.600000000000000089e-01,-1.000000000000000000e+02,4.000000000000000083e-03
file_149.npy,1.142857142857142753e+04,7.600000000000000089e-01,-9.200000000000000000e+01,4.000000000000000083e-03
file_150.npy,1.142857142857142753e+04,7.600000000000000089e-01,-8.400000000000000000e+01,4.000000000000000083e-03
file_151.npy,1.142857142857142753e+04,7.600000000000000089e-01,-7.600000000000000000e+01,4.000000000000000083e-03
file_152.npy,1.142857142857142753e+04,7.600000000000000089e-01,-6.800000000000000000e+01,4.000000000000000083e-03
file_153.npy,1.142857142857142753e+04,7.600000000000000089e-01,-6.000000000000000000e+01,4.000000000000000083e-03
file_154.npy,1.142857142857142753e+04,7.600000000000000089e-01,-5.200000000000000000e+01,4.000000000000000083e-03
file_155.npy,1.142857142857142753e+04,7.600000000000000089e-01,-4.400000000000000000e+01,4.000000000000000083e-03
file_156.npy,1.142857142857142753e+04,7.600000000000000089e-01,-3.600000000000000000e+01,4.000000000000000083e-03
file_157.npy,1.142857142857142753e+04,7.600000000000000089e-01,-2.800000000000000000e+01,4.000000000000000083e-03
file_158.npy,1.142857142857142753e+04,7.600000000000000089e-01,-2.000000000000000000e+01,4.000000000000000083e-03
file_159.npy,1.142857142857142753e+04,7.600000000000000089e-01,-1.200000000000000000e+01,4.000000000000000083e-03
file_160.npy,1.142857142857142753e+04,7.600000000000000089e-01,-4.000000000000000000e+00,4.000000000000000083e-03
file_161.npy,1.142857142857142753e+04,7.600000000000000089e-01,4.000000000000000000e+00,4.000000000000000083e-03
file_162.npy,1.142857142857142753e+04,7.600000000000000089e-01,1.200000000000000000e+01,4.000000000000000083e-03
file_163.npy,1.142857142857142753e+04,7.600000000000000089e-01,2.000000000000000000e+01,4.000000000000000083e-03
file_164.npy,1.142857142857142753e+04,7.600000000000000089e-01,2.800000000000000000e+01,4.000000000000000083e-03
file_165.npy,1.142857142857142753e+04,7.600000000000000089e-01,3.600000000000000000e+01,4.000000000000000083e-03
file_166.npy,1.142857142857142753e+04,7.600000000000000089e-01,4.400000000000000000e+01,4.000000000000000083e-03
file_167.npy,1.142857142857142753e+04,7.600000000000000089e-01,5.200000000000000000e+01,4.000000000000000083e-03
file_168.npy,1.142857142857142753e+04,7.600000000000000089e-01,6.000000000000000000e+01,4.000000000000000083e-03
file_169.npy,1.142857142857142753e+04,7.600000000000000089e-01,6.800000000000000000e+01,4.000000000000000083e-03
file_170.npy,1.142857142857142753e+04,7.600000000000000089e-01,7.600000000000000000e+01,4.000000000000000083e-03
file_171.npy,1.142857142857142753e+04,7.600000000000000089e-01,8.400000000000000000e+01,4.000000000000000083e-03
file_172.npy,1.142857142857142753e+04,7.600000000000000089e-01,9.200000000000000000e+01,4.000000000000000083e-03
file_173.npy,1.142857142857142753e+04,7.600000000000000089e-01,1.000000000000000000e+02,4.000000000000000083e-03
file_174.npy,1.142857142857142753e+04,7.600000000000000089e-01,1.080000000000000000e+02,4.000000000000000083e-03
file_175.npy,1.142857142857142753e+04,7.600000000000000089e-01,1.160000000000000000e+02,4.000000000000000083e-03
file_176.npy,1.142857142857142753e+04,7.600000000000000089e-01,1.240000000000000000e+02,4.000000000000000083e-03
file_177.npy,1.142857142857142753e+04,7.600000000000000089e-01,1.320000000000000000e+02,4.000000000000000083e-03
file_178.npy,1.142857142857142753e+04,7.600000000000000089e-01,1.400000000000000000e+02,4.000000000000000083e-03
file_179.npy,1.142857142857142753e+04,7.600000000000000089e-01,1.480000000000000000e+02,4.000000000000000083e-03
file_180.npy,1.142857142857142753e+04,7.600000000000000089e-01,1.560000000000000000e+02,4.000000000000000083e-03
file_181.npy,1.142857142857142753e+04,7.600000000000000089e-01,1.640000000000000000e+02,4.000000000000000083e-03
file_182.npy,1.142857142857142753e+04,7.600000000000000089e-01,1.720000000000000000e+02,4.000000000000000083e-03
file_183.npy,1.142857142857142753e+04,7.600000000000000089e-01,1.800000000000000000e+02,4.000000000000000083e-03
file_184.npy,1.142857142857142753e+04,9.799999999999999822e-01,-1.800000000000000000e+02,4.000000000000000083e-03
file_185.npy,1.142857142857142753e+04,9.799999999999999822e-01,-1.720000000000000000e+02,4.000000000000000083e-03
file_186.npy,1.142857142857142753e+04,9.799999999999999822e-01,-1.640000000000000000e+02,4.000000000000000083e-03
file_187.npy,1.142857142857142753e+04,9.799999999999999822e-01,-1.560000000000000000e+02,4.000000000000000083e-03
file_188.npy,1.142857142857142753e+04,9.799999999999999822e-01,-1.480000000000000000e+02,4.000000000000000083e-03
file_189.npy,1.142857142857142753e+04,9.799999999999999822e-01,-1.400000000000000000e+02,4.000000000000000083e-03
file_190.npy,1.142857142857142753e+04,9.799999999999999822e-01,-1.320000000000000000e+02,4.000000000000000083e-03
file_191.npy,1.142857142857142753e+04,9.799999999999999822e-01,-1.240000000000000000e+02,4.000000000000000083e-03
file_192.npy,1.142857142857142753e+04,9.799999999999999822e-01,-1.160000000000000000e+02,4.000000000000000083e-03
file_193.npy,1.142857142857142753e+04,9.799999999999999822e-01,-1.080000000000000000e+02,4.000000000000000083e-03
file_194.npy,1.142857142857142753e+04,9.799999999999999822e-01,-1.000000000000000000e+02,4.000000000000000083e-03
file_195.npy,1.142857142857142753e+04,9.799999999999999822e-01,-9.200000000000000000e+01,4.000000000000000083e-03
file_196.npy,1.142857142857142753e+04,9.799999999999999822e-01,-8.400000000000000000e+01,4.000000000000000083e-03
file_197.npy,1.142857142857142753e+04,9.799999999999999822e-01,-7.600000000000000000e+01,4.000000000000000083e-03
file_198.npy,1.142857142857142753e+04,9.799999999999999822e-01,-6.800000000000000000e+01,4.000000000000000083e-03
file_199.npy,1.142857142857142753e+04,9.799999999999999822e-01,-6.000000000000000000e+01,4.000000000000000083e-03
file_200.npy,1.142857142857142753e+04,9.799999999999999822e-01,-5.200000000000000000e+01,4.000000000000000083e-03
file_201.npy,1.142857142857142753e+04,9.799999999999999822e-01,-4.400000000000000000e+01,4.000000000000000083e-03
file_202.npy,1.142857142857142753e+04,9.799999999999999822e-01,-3.600000000000000000e+01,4.000000000000000083e-03
file_203.npy,1.142857142857142753e+04,9.799999999999999822e-01,-2.800000000000000000e+01,4.000000000000000083e-03
file_204.npy,1.142857142857142753e+04,9.799999999999999822e-01,-2.000000000000000000e+01,4.000000000000000083e-03
file_205.npy,1.142857142857142753e+04,9.799999999999999822e-01,-1.200000000000000000e+01,4.000000000000000083e-03
file_206.npy,1.142857142857142753e+04,9.799999999999999822e-01,-4.000000000000000000e+00,4.000000000000000083e-03
file_207.npy,1.142857142857142753e+04,9.799999999999999822e-01,4.000000000000000000e+00,4.000000000000000083e-03
file_208.npy,1.142857142857142753e+04,9.799999999999999822e-01,1.200000000000000000e+01,4.000000000000000083e-03
file_209.npy,1.142857142857142753e+04,9.799999999999999822e-01,2.000000000000000000e+01,4.000000000000000083e-03
file_210.npy,1.142857142857142753e+04,9.799999999999999822e-01,2.800000000000000000e+01,4.000000000000000083e-03
file_211.npy,1.142857142857142753e+04,9.799999999999999822e-01,3.600000000000000000e+01,4.000000000000000083e-03
file_212.npy,1.142857142857142753e+04,9.799999999999999822e-01,4.400000000000000000e+01,4.000000000000000083e-03
file_213.npy,1.142857142857142753e+04,9.799999999999999822e-01,5.200000000000000000e+01,4.000000000000000083e-03
file_214.npy,1.142857142857142753e+04,9.799999999999999822e-01,6.000000000000000000e+01,4.000000000000000083e-03
file_215.npy,1.142857142857142753e+04,9.799999999999999822e-01,6.800000000000000000e+01,4.000000000000000083e-03
file_216.npy,1.142857142857142753e+04,9.799999999999999822e-01,7.600000000000000000e+01,4.000000000000000083e-03
file_217.npy,1.142857142857142753e+04,9.799999999999999822e-01,8.400000000000000000e+01,4.000000000000000083e-03
file_218.npy,1.142857142857142753e+04,9.799999999999999822e-01,9.200000000000000000e+01,4.000000000000000083e-03
file_219.npy,1.142857142857142753e+04,9.799999999999999822e-01,1.000000000000000000e+02,4.000000000000000083e-03
file_220.npy,1.142857142857142753e+04,9.799999999999999822e-01,1.080000000000000000e+02,4.000000000000000083e-03
file_221.npy,1.142857142857142753e+04,9.799999999999999822e-01,1.160000000000000000e+02,4.000000000000000083e-03
file_222.npy,1.142857142857142753e+04,9.799999999999999822e-01,1.240000000000000000e+02,4.000000000000000083e-03
file_223.npy,1.142857142857142753e+04,9.799999999999999822e-01,1.320000000000000000e+02,4.000000000000000083e-03
file_224.npy,1.142857142857142753e+04,9.799999999999999822e-01,1.400000000000000000e+02,4.000000000000000083e-03
file_225.npy,1.142857142857142753e+04,9.799999999999999822e-01,1.480000000000000000e+02,4.000000000000000083e-03
file_226.npy,1.142857142857142753e+04,9.799999999999999822e-01,1.560000000000000000e+02,4.000000000000000083e-03
file_227.npy,1.142857142857142753e+04,9.799999999999999822e-01,1.640000000000000000e+02,4.000000000000000083e-03
file_228.npy,1.142857142857142753e+04,9.799999999999999822e-01,1.720000000000000000e+02,4.000000000000000083e-03
file_229.npy,1.142857142857142753e+04,9.799999999999999822e-01,1.800000000000000000e+02,4.000000000000000083e-03
file_230.npy,1.142857142857142753e+04,1.199999999999999956e+00,-1.800000000000000000e+02,4.000000000000000083e-03
file_231.npy,1.142857142857142753e+04,1.199999999999999956e+00,-1.720000000000000000e+02,4.000000000000000083e-03
file_232.npy,1.142857142857142753e+04,1.199999999999999956e+00,-1.640000000000000000e+02,4.000000000000000083e-03
file_233.npy,1.142857142857142753e+04,1.199999999999999956e+00,-1.560000000000000000e+02,4.000000000000000083e-03
file_234.npy,1.142857142857142753e+04,1.199999999999999956e+00,-1.480000000000000000e+02,4.000000000000000083e-03
file_235.npy,1.142857142857142753e+04,1.199999999999999956e+00,-1.400000000000000000e+02,4.000000000000000083e-03
file_236.npy,1.142857142857142753e+04,1.199999999999999956e+00,-1.320000000000000000e+02,4.000000000000000083e-03
file_237.npy,1.142857142857142753e+04,1.199999999999999956e+00,-1.240000000000000000e+02,4.000000000000000083e-03
file_238.npy,1.142857142857142753e+04,1.199999999999999956e+00,-1.160000000000000000e+02,4.000000000000000083e-03
file_239.npy,1.142857142857142753e+04,1.199999999999999956e+00,-1.080000000000000000e+02,4.000000000000000083e-03
file_240.npy,1.142857142857142753e+04,1.199999999999999956e+00,-1.000000000000000000e+02,4.000000000000000083e-03
file_241.npy,1.142857142857142753e+04,1.199999999999999956e+00,-9.200000000000000000e+01,4.000000000000000083e-03
file_242.npy,1.142857142857142753e+04,1.199999999999999956e+00,-8.400000000000000000e+01,4.000000000000000083e-03
file_243.npy,1.142857142857142753e+04,1.199999999999999956e+00,-7.600000000000000000e+01,4.000000000000000083e-03
file_244.npy,1.142857142857142753e+04,1.199999999999999956e+00,-6.800000000000000000e+01,4.000000000000000083e-03
file_245.npy,1.142857142857142753e+04,1.199999999999999956e+00,-6.000000000000000000e+01,4.000000000000000083e-03
file_246.npy,1.142857142857142753e+04,1.199999999999999956e+00,-5.200000000000000000e+01,4.000000000000000083e-03
file_247.npy,1.142857142857142753e+04,1.199999999999999956e+00,-4.400000000000000000e+01,4.000000000000000083e-03
file_248.npy,1.142857142857142753e+04,1.199999999999999956e+00,-3.600000000000000000e+01,4.000000000000000083e-03
file_249.npy,1.142857142857142753e+04,1.199999999999999956e+00,-2.800000000000000000e+01,4.000000000000000083e-03
file_250.npy,1.142857142857142753e+04,1.199999999999999956e+00,-2.000000000000000000e+01,4.000000000000000083e-03
