True,Pred
4.28,4.2761297
9.56,9.5747385
0.98,0.96654654
10.0,9.986719
1.42,1.4078069
0.54,0.488932
1.42,1.4256245
4.94,4.782442
4.5,4.5300903
9.56,9.585593
3.62,3.0515273
4.5,4.5210514
2.08,2.068427
1.2,1.2262046
2.96,4.261136
9.56,9.420238
3.4,3.3953404
10.0,9.861329
8.02,8.086104
4.28,4.3777094
0.32,0.31882024
6.48,7.286477
5.38,5.3717623
4.28,4.001316
8.9,9.04792
9.78,9.171759
6.92,6.9303827
6.48,6.235485
7.8,7.919958
9.78,9.683626
0.32,0.42150974
7.14,7.0416613
0.32,0.33324528
0.1,0.10973096
8.24,8.120474
1.42,1.4403225
0.76,0.73424625
2.96,2.8512356
5.16,5.1760025
4.94,5.040724
1.2,1.1810092
9.56,9.578332
0.54,0.40599203
9.56,9.576148
3.4,3.3934875
1.86,1.8992488
4.06,4.047923
3.18,3.2071297
7.14,7.2365313
6.92,6.9809885
6.7,6.6260977
6.04,6.023548
5.38,5.3647995
8.02,8.178476
4.06,4.226922
7.14,7.160345
4.06,4.0866137
7.8,7.6968517
9.12,9.134925
9.78,9.836765
8.9,8.865852
1.64,1.6054208
0.32,0.21075606
8.46,8.450697
6.7,6.7076683
6.04,3.2561984
0.32,0.31611824
2.96,2.9699187
6.04,6.643176
8.24,8.2563925
2.52,2.505106
8.24,8.258638
1.64,1.6118642
4.28,4.26593
8.24,8.264699
7.8,8.024464
3.84,3.8558786
10.0,10.027773
1.64,1.6906824
2.52,2.4887068
5.82,5.8397617
9.34,9.52435
1.2,1.1801541
8.9,8.922287
0.54,0.5394585
8.24,8.208265
1.64,1.7667004
5.82,5.694442
2.08,2.0888736
7.58,7.5532684
2.08,2.079441
1.42,1.3342226
10.0,9.691264
4.06,4.0614634
5.82,5.920116
4.94,4.963783
4.28,3.8374617
5.38,5.320221
8.24,8.297931
2.08,2.0520546
7.8,7.7095146
3.62,4.4682474
6.48,6.651803
9.56,9.596787
2.52,2.531002
6.7,6.709035
5.82,5.7988286
5.16,5.1457796
2.52,2.4931457
7.14,7.145241
3.84,3.9260771
8.9,8.909159
3.18,2.4843802
0.1,0.13945103
8.9,8.855541
8.46,8.4965725
7.36,8.217805
5.38,5.3964176
9.78,9.781828
8.02,8.009177
6.48,6.4448195
1.2,1.2282668
9.12,9.109168
4.72,4.780717
8.02,8.00323
3.62,3.574845
3.84,3.8450618
0.76,0.7495369
8.9,8.907762
8.68,8.703034
2.08,2.0452142
4.28,4.208662
5.82,5.8289757
5.82,5.8485804
0.76,0.772269
3.4,3.387472
1.2,1.0642965
0.1,0.11834216
2.96,2.9349422
4.28,4.218929
2.96,2.9760368
8.68,8.6394005
0.32,0.2508402
8.02,8.055811
1.2,2.1328197
7.36,7.3528147
2.74,2.724496
6.48,6.381237
1.86,1.8564081
5.82,5.8196955
5.38,5.464888
9.12,9.139237
7.58,7.612673
1.86,1.8411144
0.1,0.28740287
0.54,0.5349045
6.26,6.1241226
5.16,4.4926634
8.24,8.241194
8.68,8.641996
4.94,4.932951
2.3,2.403394
3.18,3.1206703
6.48,6.4160566
7.36,7.419483
8.9,5.0357647
4.5,4.5299997
5.6,5.278818
4.94,4.887684
2.74,4.321571
8.46,8.39001
6.92,6.924596
6.92,6.9387054
5.16,5.1278186
9.56,9.579578
2.3,2.301367
6.7,6.671283
6.92,7.0591183
2.52,2.5172224
8.02,8.04529
6.48,6.470232
8.46,8.469284
6.92,6.925967
0.1,0.12451935
6.04,6.0605726
6.7,6.625986
4.94,4.940317
7.8,7.875986
2.52,2.5093822
1.86,1.846856
4.06,4.127407
5.16,5.140603
1.2,1.186048
4.94,4.904608
2.08,2.0413017
0.54,0.5587969
1.2,1.1938221
7.8,8.564016
5.38,5.359025
1.42,0.6919148
8.68,8.730826
5.16,5.221328
9.56,9.637225
4.06,4.112832
0.1,0.09725404
8.02,8.297697
7.8,7.8089523
0.1,0.16311622
0.98,0.97752523
5.82,5.8447666
5.38,5.330884
8.02,8.03853
8.02,8.068511
8.46,8.7183
1.2,1.1242118
7.58,7.553604
2.74,2.7288852
2.74,2.7090816
1.64,1.6065942
1.42,1.3864894
6.7,6.724571
6.48,6.496071
10.0,9.984817
6.7,6.725995
6.92,6.4031954
0.98,0.9799355
8.46,8.449352
6.92,7.1121416
9.34,9.378479
6.48,6.452696
6.7,6.753463
5.82,5.780854
4.72,4.7868457
9.78,9.78162
2.52,2.5142517
1.64,1.5712668
1.86,1.8875809
0.1,0.09353781
6.92,6.9278965
0.32,0.29289937
8.24,8.123494
6.04,5.9612045
2.08,2.0980442
0.32,0.28452396
9.12,9.3899145
8.02,7.9739532
1.42,1.4097649
8.24,8.222953
9.34,9.392951
4.72,4.731456
6.7,6.7165794
2.08,1.3630674
8.9,7.566429
0.54,0.53700614
1.2,1.1719115
2.74,2.9039695
7.14,7.138193
8.24,8.282491
4.94,4.91061
5.6,5.9436083
2.3,2.2792115
8.9,8.907718
6.92,5.150115
1.2,2.631901
6.26,6.257723
9.34,9.164714
6.92,7.0142097
9.56,7.8537064
0.98,0.98186445
9.56,9.603143
8.9,8.914458
8.24,8.218543
7.8,7.806916
0.1,0.087456465
6.7,6.717703
1.42,1.4170542
5.82,5.83708
4.72,4.67955
9.34,9.280911
5.82,6.1764736
1.2,1.094793
2.96,2.948045
6.92,6.887145
7.36,7.3734207
6.04,6.034189
8.24,8.395189
3.4,3.4289865
5.16,5.2082586
3.4,2.5097191
0.1,0.080652
4.94,5.0154963
3.84,3.9052722
0.98,1.0782022
4.06,4.075525
2.3,2.1660087
6.48,6.477227
3.18,3.3585296
0.1,0.1954732
0.76,0.95340526
4.94,5.4439316
4.06,4.077287
0.1,0.095467806
8.68,8.703073
0.54,0.5232793
0.32,0.2891972
0.1,0.06793761
4.28,4.279809
7.58,7.554861
0.54,0.52304566
0.54,0.3274542
10.0,9.942913
1.42,1.3805816
10.0,10.073429
8.9,8.864851
7.36,7.419936
8.68,8.8590555
3.84,3.8671813
4.72,4.6640882
5.38,4.674946
1.42,1.6536237
10.0,9.765841
9.78,9.61463
1.86,1.8383774
8.24,8.334716
5.38,3.6599178
4.72,4.6801033
4.72,4.711843
5.38,5.4296427
2.96,2.9185896
6.48,6.50294
6.48,6.50191
3.62,3.6590266
7.36,7.1709595
6.92,7.211035
4.5,4.3452315
5.16,5.169086
2.52,1.7938325
6.48,6.5510073
6.92,7.1158934
6.92,6.9476786
8.9,8.873671
3.62,3.783539
6.92,7.073842
0.1,0.19195294
8.68,8.682344
1.86,1.8479851
6.26,6.30779
5.16,4.1775517
8.9,8.532221
4.5,3.7162986
8.24,8.229295
6.7,6.684889
9.78,9.725997
1.2,1.190513
6.26,6.2614155
9.56,9.624922
9.78,9.793727
9.12,9.240674
3.18,3.463796
4.5,4.4892764
9.56,9.59875
0.32,0.29125285
8.02,7.5808897
7.36,7.364952
8.68,8.655699
4.06,4.3403797
9.12,9.422483
8.24,8.210671
6.48,6.446089
0.1,0.1216948
6.26,6.2805653
6.26,6.483513
9.78,9.797709
1.86,1.9739645
6.92,6.941415
2.74,2.7191656
2.08,2.083448
7.58,7.501832
8.9,8.920056
0.54,0.5209091
1.64,1.7075901
2.52,2.3540459
2.52,2.5586655
1.2,1.1637359
8.02,7.9997253
2.3,2.258006
8.68,8.677134
0.76,0.4031731
10.0,9.96878
9.56,9.472665
4.94,4.858931
6.7,6.696725
5.6,5.596815
8.9,3.1701148
4.5,4.516959
9.34,9.553566
5.38,7.1350555
7.14,7.127283
7.8,7.778617
2.52,2.5620291
6.48,6.5031786
1.86,1.8391523
9.34,9.305915
6.26,6.2456136
4.28,4.1618457
7.14,7.1958466
2.96,2.942429
4.94,4.9243546
2.08,2.0661616
1.64,1.6114883
5.6,4.6835628
0.76,0.64151716
8.24,8.138328
6.04,6.002495
2.3,2.3916187
6.48,6.433584
9.12,9.158671
4.72,4.7000456
7.14,7.119033
2.3,2.279763
6.26,6.145356
10.0,9.832213
8.46,8.438396
10.0,9.922434
4.72,4.6388845
8.9,9.024514
9.56,9.565773
4.5,4.72913
4.5,4.4709015
7.58,7.9110365
1.2,1.1787615
0.32,0.25898385
4.5,4.4735975
0.54,0.51320827
9.34,9.20975
1.64,1.4911475
4.28,4.716229
5.82,5.7961664
1.64,1.6484241
4.28,4.3221803
8.46,8.357408
0.98,0.9897953
7.36,7.369686
2.96,4.0542088
7.58,7.6776905
4.28,4.3087883
6.7,6.6647587
10.0,9.798561
3.62,2.4234555
0.76,0.77723336
8.46,8.464307
4.28,4.300928
0.1,0.11953497
6.26,6.21036
2.52,2.5901597
8.02,8.036755
5.16,5.1921797
6.26,6.2256174
6.48,6.5233583
8.02,7.8884153
0.76,0.766377
2.3,2.2869685
5.16,5.2841473
2.96,2.937771
2.96,2.9600189
2.3,2.2965682
6.92,6.918682
9.56,9.584412
0.32,0.3057388
4.06,3.5727396
0.54,0.535262
9.34,9.388305
7.14,7.27997
1.42,1.2291956
1.64,1.6059355
3.62,3.6343708
0.76,0.24555969
8.9,8.936282
5.38,5.333714
2.52,2.5234187
5.38,5.2380733
2.52,2.4958892
8.9,8.810754
0.54,0.5441079
9.56,9.58905
8.24,8.262468
3.18,3.3015792
2.3,1.9492974
8.68,8.559531
0.32,0.32702172
9.34,9.364661
10.0,10.022003
8.02,7.8811455
3.84,3.8578758
6.92,6.921959
9.34,9.409136
4.94,4.984054
9.34,9.386644
0.76,0.75933087
7.14,7.142645
3.18,3.176324
6.48,6.6048565
4.94,4.9413676
2.3,2.2452142
0.98,0.93928075
2.96,2.956977
9.34,9.360413
5.82,5.875555
6.04,6.022128
9.12,9.084804
8.9,8.912405
4.28,4.2248206
3.84,3.7412179
9.56,9.601239
0.32,0.22827506
6.7,6.7050905
7.36,7.392148
5.82,5.8238516
6.48,6.477935
8.9,3.521405
1.2,0.8299277
7.14,7.138484
3.4,3.6083493
9.56,9.468833
8.46,8.496444
6.48,6.5240097
4.72,4.693637
7.58,7.408574
9.12,9.023988
4.28,4.273859
6.48,6.510991
6.26,6.242399
4.28,4.236536
2.52,2.5185199
8.46,8.488748
4.5,4.4980507
1.2,1.2049112
8.02,7.3615475
2.74,2.9712927
1.86,1.8586136
9.78,9.778785
1.2,1.2038834
6.26,6.315729
9.12,9.055178
5.38,5.3870897
0.1,0.08852887
4.72,4.705844
4.94,4.4941835
7.8,8.294435
2.52,6.157549
2.96,2.9922323
2.3,2.36515
7.36,7.3477697
5.38,5.368943
2.08,2.0704257
3.62,3.5912023
9.78,9.7285595
3.62,4.9887023
9.78,9.784968
6.26,6.9823904
10.0,9.944253
5.82,5.9815016
6.7,6.6994658
3.84,3.8248084
9.56,9.553793
4.5,4.4686527
4.72,4.702895
1.2,1.2026473
7.14,6.7883673
1.42,1.0896577
2.74,2.7397122
0.54,0.5375625
3.62,3.6414356
2.96,2.9212427
1.64,1.4579091
2.52,2.6075244
0.76,0.46537817
8.02,8.013781
6.26,6.2769485
0.32,0.2873385
3.84,3.8316934
6.7,6.766016
2.74,2.7076597
1.64,1.6172645
1.2,1.2139392
0.32,0.16784215
7.8,7.773075
8.02,8.056207
5.82,5.865093
7.36,6.7789087
10.0,9.98277
8.9,8.883472
5.38,5.4677243
9.34,7.4636106
2.52,2.4959447
6.04,6.0591097
0.98,1.5399814
2.96,2.8852067
10.0,9.8381605
1.86,3.7960455
5.16,5.1340094
2.08,1.8533458
8.24,8.240064
2.08,1.8693095
3.4,3.4761577
1.64,1.6265733
9.34,9.340039
6.04,5.9973593
8.24,8.343443
5.38,5.3026114
3.18,3.1709657
0.1,0.12913942
2.96,2.9686491
3.62,3.6171668
5.82,5.8186197
6.48,6.5253763
8.02,8.089358
8.46,8.4451275
3.62,3.6223009
4.5,4.4937267
4.28,4.3605833
3.62,3.5861635
6.04,6.0483375
5.16,5.2675276
9.78,9.781084
9.78,9.847665
5.16,5.1250343
0.98,0.98677135
3.84,3.8704357
7.8,7.815753
4.72,4.6976967
7.14,6.971492
1.86,1.8471894
9.78,9.803834
0.32,0.33612597
2.96,2.9807944
0.54,0.5334821
7.8,7.7928514
4.06,4.8572884
6.48,6.4591856
6.26,6.2761526
5.16,5.1605043
2.3,2.1875997
2.74,4.6479416
8.9,8.87972
6.48,6.4694805
5.38,5.4218626
0.54,0.49403512
4.94,4.9413834
6.26,6.242319
0.1,0.106850386
2.3,1.9506929
8.02,8.054183
8.24,8.259313
2.3,2.2654123
0.54,0.6003541
1.42,1.3886685
3.4,3.450572
0.98,1.022498
8.02,8.024662
0.54,0.4810784
1.64,1.6903477
5.38,5.383544
9.34,9.532644
3.62,7.405879
3.4,3.3798745
6.04,6.0261097
9.34,9.212273
6.92,6.9331264
9.56,9.570056
6.04,5.952032
8.9,8.40999
2.74,2.7493186
9.34,9.347846
7.58,7.6145782
5.38,5.3778086
4.5,4.5064106
3.18,3.1399515
3.84,3.9477534
8.9,8.082959
5.6,5.611323
4.28,4.2921433
8.46,8.4972315
6.48,6.769717
4.5,4.479949
0.98,0.95383155
6.7,6.695511
3.18,3.115527
2.3,2.2901037
2.52,2.4964206
3.84,3.7269588
5.16,5.468975
4.5,4.5027237
1.64,1.6431313
6.48,6.0763426
8.68,8.700555
4.5,4.543766
0.1,0.09763241
0.76,0.777367
7.36,7.323962
4.94,4.931377
6.7,6.729559
7.14,7.1286526
5.38,5.3140707
8.46,8.406485
2.74,2.7580578
8.24,8.288397
1.2,1.1772745
0.1,0.08615112
10.0,10.090134
4.28,4.305415
5.82,5.786576
9.78,9.848856
9.56,9.582296
0.98,0.97783506
2.96,2.9434106
1.2,1.2168453
8.24,8.175992
6.04,5.989088
4.06,3.9834185
9.12,9.150184
2.96,2.9339023
5.38,5.191229
0.76,0.7784562
5.38,5.4711275
8.24,8.667195
10.0,9.930632
6.48,6.428527
10.0,9.266782
8.46,7.9439697
3.84,3.851214
2.96,2.9497604
10.0,10.000491
4.72,4.688715
1.64,1.6743717
8.68,8.684097
8.68,8.766296
9.12,9.124649
7.14,7.248497
6.92,6.844507
4.06,5.238312
2.96,2.683788
9.12,8.942869
4.5,4.7529316
8.24,8.139774
8.9,8.931899
1.64,1.578261
5.82,5.7251153
8.24,8.230514
9.56,9.536775
9.12,9.156207
4.72,4.7949724
0.1,0.13503289
8.24,8.215601
7.8,6.37862
6.92,7.0019016
9.56,9.644548
1.64,1.5891095
3.4,3.6407232
7.58,7.682741
2.96,2.9920259
9.34,9.403352
3.84,3.800453
4.72,4.6906366
2.52,1.8859031
0.32,0.33129513
8.24,7.164608
9.78,9.957058
4.06,4.062886
7.36,7.4024105
5.6,5.6684494
4.06,4.0610433
0.98,0.9693742
5.82,5.814526
2.96,3.011526
9.78,9.814009
0.76,0.77492225
3.84,3.6064708
2.96,2.9345694
7.14,7.138974
6.26,6.260068
6.92,6.907586
0.32,0.29378772
1.42,1.4464793
5.82,5.849536
2.08,2.0493252
2.52,2.4580245
4.28,4.080027
6.04,5.97964
7.14,7.227895
7.36,6.881092
8.24,8.24951
6.04,6.029848
1.42,1.4902332
0.98,0.952129
0.76,0.71580434
1.86,1.905639
9.12,9.220906
2.74,2.7878816
4.06,4.034602
0.76,0.7691313
4.94,4.92589
0.76,0.7685473
3.62,2.8800197
5.6,5.590232
2.96,3.106776
1.42,1.4311392
4.94,4.8975687
2.96,3.030661
10.0,9.844624
5.82,5.7786922
0.1,0.12794995
4.5,4.4249916
8.02,8.030991
2.08,2.9775813
0.1,0.07717657
9.12,9.169023
9.34,9.28454
8.24,8.265405
2.08,2.097656
2.52,2.226107
7.58,7.5908985
4.72,4.7445474
8.46,8.36042
6.26,6.354624
0.76,0.9031131
5.6,5.581332
7.14,7.0138044
4.72,4.718004
2.08,2.1234012
2.52,2.491358
8.02,7.9088583
2.96,1.9089215
9.56,9.567371
4.72,4.7192574
8.02,8.017448
0.76,0.75159657
2.08,2.0954251
7.8,7.838765
10.0,9.935229
8.02,8.011932
6.26,6.258648
5.82,5.836416
6.7,6.6663694
8.68,8.749647
8.9,8.888781
5.82,5.8087053
0.54,0.54654646
8.46,8.461836
0.76,0.7666125
4.06,3.8122995
6.04,6.4335356
8.24,8.234576
2.96,3.0072634
1.2,0.4600122
8.02,8.961273
1.64,1.5982943
2.74,2.7130852
7.58,7.5475655
1.64,1.6149758
4.5,4.4572916
9.12,9.134507
2.74,2.7071946
0.98,1.1450946
0.98,1.0139854
5.16,5.138818
6.04,5.995514
4.94,4.9766226
2.08,2.0566087
9.78,9.787904
6.48,6.5028114
10.0,9.781077
7.8,7.820381
10.0,10.024032
3.62,2.963647
10.0,9.918477
1.86,1.8538823
4.06,4.1112976
1.64,1.6361092
6.26,6.41512
2.52,2.5124218
0.1,0.12362862
6.7,6.8875294
2.96,2.937223
1.42,1.3280787
9.34,8.685094
0.98,0.9533105
7.36,7.353573
4.28,4.248395
6.92,6.907837
1.2,1.169484
8.02,8.047816
2.08,1.7862093
1.2,1.198272
5.82,5.803706
7.8,7.754896
4.72,4.7228794
1.64,1.6027496
4.94,4.9278417
8.46,8.344898
4.5,4.5206842
7.36,7.395976
7.36,5.5704536
4.72,4.657955
6.04,6.053872
5.38,5.375986
6.04,5.8737917
2.08,2.0595465
3.18,3.2242882
3.62,3.6393435
10.0,9.935883
2.74,2.913231
2.3,2.3054914
4.94,4.8732376
2.3,2.2784333
4.72,4.747656
8.46,8.632378
7.14,7.3057756
8.68,8.671624
8.02,8.30439
5.38,5.357604
8.68,8.943903
1.42,1.4196875
8.02,7.9613857
4.5,4.4705667
6.26,6.211651
1.86,1.8778156
2.96,2.9402778
10.0,10.062331
6.48,6.4559793
3.62,3.5925646
5.16,5.523945
6.92,6.680992
1.42,1.3698543
2.3,2.2700093
2.96,2.9388144
4.5,4.6129756
0.98,0.9837657
6.7,6.69213
1.86,1.8802595
2.96,2.9447906
9.12,9.186606
1.86,1.7467585
1.2,1.1834022
6.7,6.753046
4.5,4.506053
8.68,8.645651
9.34,9.394155
4.06,4.056543
3.62,3.5877419
1.86,1.9026442
6.48,6.497423
2.74,2.7282338
6.48,4.165329
1.2,1.2019256
2.74,2.7275376
8.46,8.369403
9.34,9.307822
8.02,7.9628077
5.82,5.7451124
0.98,1.0562011
0.76,0.7254994
7.36,7.1688175
7.14,7.154704
2.52,2.5454464
3.84,3.7975168
