Task,Set,source_row,filename,npy_index,True,Pred,PredWrapped180,Residual,AbsoluteError,SquaredError
phi,Train,73072,file_73072.npy,73072,12.0,11.876861572265625,11.876861572265625,-0.123138427734375,0.123138427734375,0.015163072384893894
phi,Train,70089,file_70089.npy,70089,68.0,67.25027465820312,67.25027465820312,-0.749725341796875,0.749725341796875,0.562088088132441
phi,Train,26184,file_26184.npy,26184,-100.0,258.5162048339844,-101.48379516601562,-1.483795166015625,1.483795166015625,2.201648094691336
phi,Train,81499,file_81499.npy,81499,84.0,83.83792114257812,83.83792114257812,-0.162078857421875,0.162078857421875,0.026269556023180485
phi,Train,32995,file_32995.npy,32995,-76.0,283.90411376953125,-76.09588623046875,-0.09588623046875,0.09588623046875,0.00919416919350624
phi,Train,21528,file_21528.npy,21528,-180.0,180.0238494873047,-179.9761505126953,0.0238494873046875,0.0238494873046875,0.0005687980446964502
phi,Train,9825,file_9825.npy,9825,36.0,35.342498779296875,35.342498779296875,-0.657501220703125,0.657501220703125,0.4323078552260995
phi,Train,46800,file_46800.npy,46800,-36.0,324.7373352050781,-35.262664794921875,0.737335205078125,0.737335205078125,0.5436632046476007
phi,Train,10746,file_10746.npy,10746,44.0,41.789764404296875,41.789764404296875,-2.210235595703125,2.210235595703125,4.885141388513148
phi,Train,32324,file_32324.npy,32324,76.0,76.23165893554688,76.23165893554688,0.231658935546875,0.231658935546875,0.053665862418711185
phi,Train,22102,file_22102.npy,22102,-4.0,356.0543212890625,-3.9456787109375,0.0543212890625,0.0543212890625,0.002950802445411682
phi,Train,70894,file_70894.npy,70894,-116.0,244.62786865234375,-115.37213134765625,0.62786865234375,0.62786865234375,0.3942190445959568
phi,Train,61246,file_61246.npy,61246,-20.0,340.11602783203125,-19.88397216796875,0.11602783203125,0.11602783203125,0.013462457805871964
phi,Train,31373,file_31373.npy,31373,-172.0,188.3447265625,-171.6552734375,0.3447265625,0.3447265625,0.1188364028930664
phi,Train,73306,file_73306.npy,73306,44.0,43.489715576171875,43.489715576171875,-0.510284423828125,0.510284423828125,0.2603901932016015
phi,Train,39700,file_39700.npy,39700,-164.0,196.08131408691406,-163.91868591308594,0.0813140869140625,0.0813140869140625,0.00661198073066771
phi,Train,46345,file_46345.npy,46345,4.0,3.97930908203125,3.97930908203125,-0.02069091796875,0.02069091796875,0.0004281140863895416
phi,Train,10251,file_10251.npy,10251,132.0,132.2542724609375,132.2542724609375,0.2542724609375,0.2542724609375,0.06465448439121246
phi,Train,39838,file_39838.npy,39838,-164.0,196.0929412841797,-163.9070587158203,0.0929412841796875,0.0929412841796875,0.00863808230496943
phi,Train,31732,file_31732.npy,31732,124.0,124.091064453125,124.091064453125,0.091064453125,0.091064453125,0.008292734622955322
phi,Train,11827,file_11827.npy,11827,-140.0,219.98187255859375,-140.01812744140625,-0.01812744140625,0.01812744140625,0.000328604131937027
phi,Train,57320,file_57320.npy,57320,-148.0,212.28082275390625,-147.71917724609375,0.28082275390625,0.28082275390625,0.07886141911149025
phi,Train,74811,file_74811.npy,74811,-60.0,300.1573791503906,-59.842620849609375,0.157379150390625,0.157379150390625,0.02476819697767496
phi,Train,59214,file_59214.npy,59214,-84.0,276.2538757324219,-83.74612426757812,0.253875732421875,0.253875732421875,0.06445288751274347
phi,Train,89910,file_89910.npy,89910,28.0,27.5791015625,27.5791015625,-0.4208984375,0.4208984375,0.1771554946899414
phi,Train,24660,file_24660.npy,24660,-148.0,212.259521484375,-147.740478515625,0.259521484375,0.259521484375,0.06735140085220337
phi,Train,85704,file_85704.npy,85704,-132.0,228.77989196777344,-131.22010803222656,0.7798919677734375,0.7798919677734375,0.6082314813975245
phi,Train,22685,file_22685.npy,22685,-124.0,235.8323211669922,-124.16767883300781,-0.1676788330078125,0.1676788330078125,0.02811619103886187
phi,Train,22478,file_22478.npy,22478,60.0,59.68487548828125,59.68487548828125,-0.31512451171875,0.31512451171875,0.0993034578859806
phi,Train,63985,file_63985.npy,63985,180.0,180.26226806640625,-179.73773193359375,0.26226806640625,0.26226806640625,0.06878453865647316
phi,Train,67420,file_67420.npy,67420,60.0,59.53497314453125,59.53497314453125,-0.46502685546875,0.46502685546875,0.2162499763071537
phi,Train,76820,file_76820.npy,76820,-180.0,180.27114868164062,-179.72885131835938,0.271148681640625,0.271148681640625,0.07352160755544901
phi,Train,62010,file_62010.npy,62010,-164.0,196.3395233154297,-163.6604766845703,0.3395233154296875,0.3395233154296875,0.11527608172036707
phi,Train,81041,file_81041.npy,81041,100.0,99.59942626953125,99.59942626953125,-0.40057373046875,0.40057373046875,0.16045931354165077
phi,Train,65482,file_65482.npy,65482,12.0,11.9302978515625,11.9302978515625,-0.0697021484375,0.0697021484375,0.004858389496803284
phi,Train,13297,file_13297.npy,13297,-156.0,204.96932983398438,-155.03067016601562,0.969329833984375,0.969329833984375,0.939600327052176
phi,Train,81612,file_81612.npy,81612,-116.0,243.95086669921875,-116.04913330078125,-0.04913330078125,0.04913330078125,0.002414081245660782
phi,Train,4920,file_4920.npy,4920,172.0,171.52734375,171.52734375,-0.47265625,0.47265625,0.2234039306640625
phi,Train,46624,file_46624.npy,46624,28.0,27.558349609375,27.558349609375,-0.441650390625,0.441650390625,0.1950550675392151
phi,Train,89519,file_89519.npy,89519,-156.0,203.83985900878906,-156.16014099121094,-0.1601409912109375,0.1601409912109375,0.02564513706602156
phi,Train,76569,file_76569.npy,76569,20.0,20.09161376953125,20.09161376953125,0.09161376953125,0.09161376953125,0.00839308276772499
phi,Train,72651,file_72651.npy,72651,-44.0,316.0706787109375,-43.9293212890625,0.0706787109375,0.0706787109375,0.004995480179786682
phi,Train,12620,file_12620.npy,12620,-52.0,308.48553466796875,-51.51446533203125,0.48553466796875,0.48553466796875,0.2357439137995243
phi,Train,38119,file_38119.npy,38119,68.0,64.99942016601562,64.99942016601562,-3.000579833984375,3.000579833984375,9.0034793401137
phi,Train,5139,file_5139.npy,5139,84.0,84.8541259765625,84.8541259765625,0.8541259765625,0.8541259765625,0.7295311838388443
phi,Train,37914,file_37914.npy,37914,-100.0,260.0499267578125,-99.9500732421875,0.0499267578125,0.0499267578125,0.00249268114566803
phi,Train,17766,file_17766.npy,17766,-100.0,253.32632446289062,-106.67367553710938,-6.673675537109375,6.673675537109375,44.537945174612105
phi,Train,55654,file_55654.npy,55654,140.0,139.953369140625,139.953369140625,-0.046630859375,0.046630859375,0.0021744370460510254
phi,Train,51962,file_51962.npy,51962,44.0,43.258575439453125,43.258575439453125,-0.741424560546875,0.741424560546875,0.5497103789821267
phi,Train,89343,file_89343.npy,89343,-92.0,257.56689453125,-102.43310546875,-10.43310546875,10.43310546875,108.84968972206116
phi,Train,90174,file_90174.npy,90174,-68.0,291.96136474609375,-68.03863525390625,-0.03863525390625,0.03863525390625,0.0014926828444004059
phi,Train,4563,file_4563.npy,4563,-108.0,250.13107299804688,-109.86892700195312,-1.868927001953125,1.868927001953125,3.492888138629496
phi,Train,64992,file_64992.npy,64992,140.0,140.22128295898438,140.22128295898438,0.221282958984375,0.221282958984375,0.04896614793688059
phi,Train,38643,file_38643.npy,38643,-156.0,204.3807373046875,-155.6192626953125,0.3807373046875,0.3807373046875,0.1449608951807022
phi,Train,62642,file_62642.npy,62642,108.0,108.09689331054688,108.09689331054688,0.096893310546875,0.096893310546875,0.009388313628733158
phi,Train,65109,file_65109.npy,65109,-28.0,332.3260803222656,-27.673919677734375,0.326080322265625,0.326080322265625,0.10632837656885386
phi,Train,66167,file_66167.npy,66167,-28.0,332.5379333496094,-27.462066650390625,0.537933349609375,0.537933349609375,0.28937228862196207
phi,Train,15426,file_15426.npy,15426,-52.0,308.7123718261719,-51.287628173828125,0.712371826171875,0.712371826171875,0.5074736187234521
