filename,zeta_norm,b,c,zeta_raw,npy_index
file_78.npy,11428.571428571428,0.32,76.0,0.004,78
file_79.npy,11428.571428571428,0.32,84.0,0.004,79
file_80.npy,11428.571428571428,0.32,92.0,0.004,80
file_81.npy,11428.571428571428,0.32,100.0,0.004,81
file_82.npy,11428.571428571428,0.32,108.0,0.004,82
file_83.npy,11428.571428571428,0.32,116.0,0.004,83
file_84.npy,11428.571428571428,0.32,124.0,0.004,84
file_85.npy,11428.571428571428,0.32,132.0,0.004,85
file_86.npy,11428.571428571428,0.32,140.0,0.004,86
file_87.npy,11428.571428571428,0.32,148.0,0.004,87
file_88.npy,11428.571428571428,0.32,156.0,0.004,88
file_89.npy,11428.571428571428,0.32,164.0,0.004,89
file_90.npy,11428.571428571428,0.32,172.0,0.004,90
file_91.npy,11428.571428571428,0.32,180.0,0.004,91
file_92.npy,11428.571428571428,0.54,-180.0,0.004,92
file_93.npy,11428.571428571428,0.54,-172.0,0.004,93
file_94.npy,11428.571428571428,0.54,-164.0,0.004,94
file_95.npy,11428.571428571428,0.54,-156.0,0.004,95
file_96.npy,11428.571428571428,0.54,-148.0,0.004,96
file_97.npy,11428.571428571428,0.54,-140.0,0.004,97
file_98.npy,11428.571428571428,0.54,-132.0,0.004,98
file_99.npy,11428.571428571428,0.54,-124.0,0.004,99
file_100.npy,11428.571428571428,0.54,-116.0,0.004,100
file_101.npy,11428.571428571428,0.54,-108.0,0.004,101
file_102.npy,11428.571428571428,0.54,-100.0,0.004,102
file_103.npy,11428.571428571428,0.54,-92.0,0.004,103
file_104.npy,11428.571428571428,0.54,-84.0,0.004,104
file_105.npy,11428.571428571428,0.54,-76.0,0.004,105
file_106.npy,11428.571428571428,0.54,-68.0,0.004,106
file_107.npy,11428.571428571428,0.54,-60.0,0.004,107
file_108.npy,11428.571428571428,0.54,-52.0,0.004,108
file_109.npy,11428.571428571428,0.54,-44.0,0.004,109
file_110.npy,11428.571428571428,0.54,-36.0,0.004,110
file_111.npy,11428.571428571428,0.54,-28.0,0.004,111
file_112.npy,11428.571428571428,0.54,-20.0,0.004,112
file_113.npy,11428.571428571428,0.54,-12.0,0.004,113
file_114.npy,11428.571428571428,0.54,-4.0,0.004,114
file_115.npy,11428.571428571428,0.54,4.0,0.004,115
file_116.npy,11428.571428571428,0.54,12.0,0.004,116
file_117.npy,11428.571428571428,0.54,20.0,0.004,117
file_118.npy,11428.571428571428,0.54,28.0,0.004,118
file_119.npy,11428.571428571428,0.54,36.0,0.004,119
file_120.npy,11428.571428571428,0.54,44.0,0.004,120
file_121.npy,11428.571428571428,0.54,52.0,0.004,121
file_122.npy,11428.571428571428,0.54,60.0,0.004,122
file_123.npy,11428.571428571428,0.54,68.0,0.004,123
file_124.npy,11428.571428571428,0.54,76.0,0.004,124
file_125.npy,11428.571428571428,0.54,84.0,0.004,125
file_126.npy,11428.571428571428,0.54,92.0,0.004,126
file_127.npy,11428.571428571428,0.54,100.0,0.004,127
file_128.npy,11428.571428571428,0.54,108.0,0.004,128
file_129.npy,11428.571428571428,0.54,116.0,0.004,129
file_130.npy,11428.571428571428,0.54,124.0,0.004,130
file_131.npy,11428.571428571428,0.54,132.0,0.004,131
file_132.npy,11428.571428571428,0.54,140.0,0.004,132
file_133.npy,11428.571428571428,0.54,148.0,0.004,133
file_134.npy,11428.571428571428,0.54,156.0,0.004,134
file_135.npy,11428.571428571428,0.54,164.0,0.004,135
file_136.npy,11428.571428571428,0.54,172.0,0.004,136
file_137.npy,11428.571428571428,0.54,180.0,0.004,137
file_138.npy,11428.571428571428,0.76,-180.0,0.004,138
file_139.npy,11428.571428571428,0.76,-172.0,0.004,139
file_140.npy,11428.571428571428,0.76,-164.0,0.004,140
file_141.npy,11428.571428571428,0.76,-156.0,0.004,141
file_142.npy,11428.571428571428,0.76,-148.0,0.004,142
file_143.npy,11428.571428571428,0.76,-140.0,0.004,143
file_144.npy,11428.571428571428,0.76,-132.0,0.004,144
file_145.npy,11428.571428571428,0.76,-124.0,0.004,145
file_146.npy,11428.571428571428,0.76,-116.0,0.004,146
file_147.npy,11428.571428571428,0.76,-108.0,0.004,147
file_148.npy,11428.571428571428,0.76,-100.0,0.004,148
file_149.npy,11428.571428571428,0.76,-92.0,0.004,149
file_150.npy,11428.571428571428,0.76,-84.0,0.004,150
file_151.npy,11428.571428571428,0.76,-76.0,0.004,151
file_152.npy,11428.571428571428,0.76,-68.0,0.004,152
file_153.npy,11428.571428571428,0.76,-60.0,0.004,153
file_154.npy,11428.571428571428,0.76,-52.0,0.004,154
file_155.npy,11428.571428571428,0.76,-44.0,0.004,155
file_156.npy,11428.571428571428,0.76,-36.0,0.004,156
file_157.npy,11428.571428571428,0.76,-28.0,0.004,157
file_158.npy,11428.571428571428,0.76,-20.0,0.004,158
file_159.npy,11428.571428571428,0.76,-12.0,0.004,159
file_160.npy,11428.571428571428,0.76,-4.0,0.004,160
file_161.npy,11428.571428571428,0.76,4.0,0.004,161
file_162.npy,11428.571428571428,0.76,12.0,0.004,162
file_163.npy,11428.571428571428,0.76,20.0,0.004,163
file_164.npy,11428.571428571428,0.76,28.0,0.004,164
file_165.npy,11428.571428571428,0.76,36.0,0.004,165
file_166.npy,11428.571428571428,0.76,44.0,0.004,166
file_167.npy,11428.571428571428,0.76,52.0,0.004,167
file_168.npy,11428.571428571428,0.76,60.0,0.004,168
file_169.npy,11428.571428571428,0.76,68.0,0.004,169
file_170.npy,11428.571428571428,0.76,76.0,0.004,170
file_171.npy,11428.571428571428,0.76,84.0,0.004,171
file_172.npy,11428.571428571428,0.76,92.0,0.004,172
file_173.npy,11428.571428571428,0.76,100.0,0.004,173
file_174.npy,11428.571428571428,0.76,108.0,0.004,174
file_175.npy,11428.571428571428,0.76,116.0,0.004,175
file_176.npy,11428.571428571428,0.76,124.0,0.004,176
file_177.npy,11428.571428571428,0.76,132.0,0.004,177
file_178.npy,11428.571428571428,0.76,140.0,0.004,178
file_179.npy,11428.571428571428,0.76,148.0,0.004,179
file_180.npy,11428.571428571428,0.76,156.0,0.004,180
file_181.npy,11428.571428571428,0.76,164.0,0.004,181
file_182.npy,11428.571428571428,0.76,172.0,0.004,182
file_183.npy,11428.571428571428,0.76,180.0,0.004,183
file_184.npy,11428.571428571428,0.98,-180.0,0.004,184
file_185.npy,11428.571428571428,0.98,-172.0,0.004,185
file_186.npy,11428.571428571428,0.98,-164.0,0.004,186
file_187.npy,11428.571428571428,0.98,-156.0,0.004,187
file_188.npy,11428.571428571428,0.98,-148.0,0.004,188
file_189.npy,11428.571428571428,0.98,-140.0,0.004,189
file_190.npy,11428.571428571428,0.98,-132.0,0.004,190
file_191.npy,11428.571428571428,0.98,-124.0,0.004,191
file_192.npy,11428.571428571428,0.98,-116.0,0.004,192
file_193.npy,11428.571428571428,0.98,-108.0,0.004,193
file_194.npy,11428.571428571428,0.98,-100.0,0.004,194
file_195.npy,11428.571428571428,0.98,-92.0,0.004,195
file_196.npy,11428.571428571428,0.98,-84.0,0.004,196
file_197.npy,11428.571428571428,0.98,-76.0,0.004,197
file_198.npy,11428.571428571428,0.98,-68.0,0.004,198
file_199.npy,11428.571428571428,0.98,-60.0,0.004,199
file_200.npy,11428.571428571428,0.98,-52.0,0.004,200
file_201.npy,11428.571428571428,0.98,-44.0,0.004,201
file_202.npy,11428.571428571428,0.98,-36.0,0.004,202
file_203.npy,11428.571428571428,0.98,-28.0,0.004,203
file_204.npy,11428.571428571428,0.98,-20.0,0.004,204
file_205.npy,11428.571428571428,0.98,-12.0,0.004,205
file_206.npy,11428.571428571428,0.98,-4.0,0.004,206
file_207.npy,11428.571428571428,0.98,4.0,0.004,207
file_208.npy,11428.571428571428,0.98,12.0,0.004,208
file_209.npy,11428.571428571428,0.98,20.0,0.004,209
file_210.npy,11428.571428571428,0.98,28.0,0.004,210
file_211.npy,11428.571428571428,0.98,36.0,0.004,211
file_212.npy,11428.571428571428,0.98,44.0,0.004,212
file_213.npy,11428.571428571428,0.98,52.0,0.004,213
file_214.npy,11428.571428571428,0.98,60.0,0.004,214
file_215.npy,11428.571428571428,0.98,68.0,0.004,215
file_216.npy,11428.571428571428,0.98,76.0,0.004,216
file_217.npy,11428.571428571428,0.98,84.0,0.004,217
file_218.npy,11428.571428571428,0.98,92.0,0.004,218
file_219.npy,11428.571428571428,0.98,100.0,0.004,219
file_220.npy,11428.571428571428,0.98,108.0,0.004,220
file_221.npy,11428.571428571428,0.98,116.0,0.004,221
file_222.npy,11428.571428571428,0.98,124.0,0.004,222
file_223.npy,11428.571428571428,0.98,132.0,0.004,223
file_224.npy,11428.571428571428,0.98,140.0,0.004,224
file_225.npy,11428.571428571428,0.98,148.0,0.004,225
file_226.npy,11428.571428571428,0.98,156.0,0.004,226
file_227.npy,11428.571428571428,0.98,164.0,0.004,227
file_228.npy,11428.571428571428,0.98,172.0,0.004,228
file_229.npy,11428.571428571428,0.98,180.0,0.004,229
file_230.npy,11428.571428571428,1.2,-180.0,0.004,230
file_231.npy,11428.571428571428,1.2,-172.0,0.004,231
file_232.npy,11428.571428571428,1.2,-164.0,0.004,232
file_233.npy,11428.571428571428,1.2,-156.0,0.004,233
file_234.npy,11428.571428571428,1.2,-148.0,0.004,234
file_235.npy,11428.571428571428,1.2,-140.0,0.004,235
file_236.npy,11428.571428571428,1.2,-132.0,0.004,236
file_237.npy,11428.571428571428,1.2,-124.0,0.004,237
file_238.npy,11428.571428571428,1.2,-116.0,0.004,238
file_239.npy,11428.571428571428,1.2,-108.0,0.004,239
file_240.npy,11428.571428571428,1.2,-100.0,0.004,240
file_241.npy,11428.571428571428,1.2,-92.0,0.004,241
file_242.npy,11428.571428571428,1.2,-84.0,0.004,242
file_243.npy,11428.571428571428,1.2,-76.0,0.004,243
file_244.npy,11428.571428571428,1.2,-68.0,0.004,244
file_245.npy,11428.571428571428,1.2,-60.0,0.004,245
file_246.npy,11428.571428571428,1.2,-52.0,0.004,246
file_247.npy,11428.571428571428,1.2,-44.0,0.004,247
file_248.npy,11428.571428571428,1.2,-36.0,0.004,248
file_249.npy,11428.571428571428,1.2,-28.0,0.004,249
file_250.npy,11428.571428571428,1.2,-20.0,0.004,250
file_251.npy,11428.571428571428,1.2,-12.0,0.004,251
file_252.npy,11428.571428571428,1.2,-4.0,0.004,252
file_253.npy,11428.571428571428,1.2,4.0,0.004,253
file_254.npy,11428.571428571428,1.2,12.0,0.004,254
file_255.npy,11428.571428571428,1.2,20.0,0.004,255
file_256.npy,11428.571428571428,1.2,28.0,0.004,256
file_257.npy,11428.571428571428,1.2,36.0,0.004,257
file_258.npy,11428.571428571428,1.2,44.0,0.004,258
file_259.npy,11428.571428571428,1.2,52.0,0.004,259
file_260.npy,11428.571428571428,1.2,60.0,0.004,260
file_261.npy,11428.571428571428,1.2,68.0,0.004,261
file_262.npy,11428.571428571428,1.2,76.0,0.004,262
file_263.npy,11428.571428571428,1.2,84.0,0.004,263
file_264.npy,11428.571428571428,1.2,92.0,0.004,264
file_265.npy,11428.571428571428,1.2,100.0,0.004,265
file_266.npy,11428.571428571428,1.2,108.0,0.004,266
file_267.npy,11428.571428571428,1.2,116.0,0.004,267
file_268.npy,11428.571428571428,1.2,124.0,0.004,268
file_269.npy,11428.571428571428,1.2,132.0,0.004,269
file_270.npy,11428.571428571428,1.2,140.0,0.004,270
file_271.npy,11428.571428571428,1.2,148.0,0.004,271
file_272.npy,11428.571428571428,1.2,156.0,0.004,272
file_273.npy,11428.571428571428,1.2,164.0,0.004,273
file_274.npy,11428.571428571428,1.2,172.0,0.004,274
file_275.npy,11428.571428571428,1.2,180.0,0.004,275
file_276.npy,11428.571428571428,1.42,-180.0,0.004,276
file_277.npy,11428.571428571428,1.42,-172.0,0.004,277
file_278.npy,11428.571428571428,1.42,-164.0,0.004,278
file_279.npy,11428.571428571428,1.42,-156.0,0.004,279
file_280.npy,11428.571428571428,1.42,-148.0,0.004,280
file_281.npy,11428.571428571428,1.42,-140.0,0.004,281
file_282.npy,11428.571428571428,1.42,-132.0,0.004,282
file_283.npy,11428.571428571428,1.42,-124.0,0.004,283
file_284.npy,11428.571428571428,1.42,-116.0,0.004,284
file_285.npy,11428.571428571428,1.42,-108.0,0.004,285
file_286.npy,11428.571428571428,1.42,-100.0,0.004,286
file_287.npy,11428.571428571428,1.42,-92.0,0.004,287
file_288.npy,11428.571428571428,1.42,-84.0,0.004,288
file_289.npy,11428.571428571428,1.42,-76.0,0.004,289
file_290.npy,11428.571428571428,1.42,-68.0,0.004,290
file_291.npy,11428.571428571428,1.42,-60.0,0.004,291
file_292.npy,11428.571428571428,1.42,-52.0,0.004,292
file_293.npy,11428.571428571428,1.42,-44.0,0.004,293
file_294.npy,11428.571428571428,1.42,-36.0,0.004,294
file_295.npy,11428.571428571428,1.42,-28.0,0.004,295
file_296.npy,11428.571428571428,1.42,-20.0,0.004,296
file_297.npy,11428.571428571428,1.42,-12.0,0.004,297
file_298.npy,11428.571428571428,1.42,-4.0,0.004,298
file_299.npy,11428.571428571428,1.42,4.0,0.004,299
file_300.npy,11428.571428571428,1.42,12.0,0.004,300
file_301.npy,11428.571428571428,1.42,20.0,0.004,301
file_302.npy,11428.571428571428,1.42,28.0,0.004,302
file_303.npy,11428.571428571428,1.42,36.0,0.004,303
file_304.npy,11428.571428571428,1.42,44.0,0.004,304
file_305.npy,11428.571428571428,1.42,52.0,0.004,305
file_306.npy,11428.571428571428,1.42,60.0,0.004,306
file_307.npy,11428.571428571428,1.42,68.0,0.004,307
file_308.npy,11428.571428571428,1.42,76.0,0.004,308
file_309.npy,11428.571428571428,1.42,84.0,0.004,309
file_310.npy,11428.571428571428,1.42,92.0,0.004,310
file_311.npy,11428.571428571428,1.42,100.0,0.004,311
file_312.npy,11428.571428571428,1.42,108.0,0.004,312
file_313.npy,11428.571428571428,1.42,116.0,0.004,313
file_314.npy,11428.571428571428,1.42,124.0,0.004,314
file_315.npy,11428.571428571428,1.42,132.0,0.004,315
file_316.npy,11428.571428571428,1.42,140.0,0.004,316
file_317.npy,11428.571428571428,1.42,148.0,0.004,317
file_318.npy,11428.571428571428,1.42,156.0,0.004,318
file_319.npy,11428.571428571428,1.42,164.0,0.004,319
file_320.npy,11428.571428571428,1.42,172.0,0.004,320
file_321.npy,11428.571428571428,1.42,180.0,0.004,321
file_322.npy,11428.571428571428,1.64,-180.0,0.004,322
file_323.npy,11428.571428571428,1.64,-172.0,0.004,323
file_324.npy,11428.571428571428,1.64,-164.0,0.004,324
file_325.npy,11428.571428571428,1.64,-156.0,0.004,325
file_326.npy,11428.571428571428,1.64,-148.0,0.004,326
file_327.npy,11428.571428571428,1.64,-140.0,0.004,327
file_328.npy,11428.571428571428,1.64,-132.0,0.004,328
file_329.npy,11428.571428571428,1.64,-124.0,0.004,329
file_330.npy,11428.571428571428,1.64,-116.0,0.004,330
file_331.npy,11428.571428571428,1.64,-108.0,0.004,331
file_332.npy,11428.571428571428,1.64,-100.0,0.004,332
file_333.npy,11428.571428571428,1.64,-92.0,0.004,333
file_334.npy,11428.571428571428,1.64,-84.0,0.004,334
file_335.npy,11428.571428571428,1.64,-76.0,0.004,335
file_336.npy,11428.571428571428,1.64,-68.0,0.004,336
file_337.npy,11428.571428571428,1.64,-60.0,0.004,337
file_338.npy,11428.571428571428,1.64,-52.0,0.004,338
file_339.npy,11428.571428571428,1.64,-44.0,0.004,339
file_340.npy,11428.571428571428,1.64,-36.0,0.004,340
file_341.npy,11428.571428571428,1.64,-28.0,0.004,341
file_342.npy,11428.571428571428,1.64,-20.0,0.004,342
file_343.npy,11428.571428571428,1.64,-12.0,0.004,343
file_344.npy,11428.571428571428,1.64,-4.0,0.004,344
file_345.npy,11428.571428571428,1.64,4.0,0.004,345
file_346.npy,11428.571428571428,1.64,12.0,0.004,346
file_347.npy,11428.571428571428,1.64,20.0,0.004,347
file_348.npy,11428.571428571428,1.64,28.0,0.004,348
file_349.npy,11428.571428571428,1.64,36.0,0.004,349
file_350.npy,11428.571428571428,1.64,44.0,0.004,350
file_351.npy,11428.571428571428,1.64,52.0,0.004,351
file_352.npy,11428.571428571428,1.64,60.0,0.004,352
file_353.npy,11428.571428571428,1.64,68.0,0.004,353
file_354.npy,11428.571428571428,1.64,76.0,0.004,354
file_355.npy,11428.571428571428,1.64,84.0,0.004,355
file_356.npy,11428.571428571428,1.64,92.0,0.004,356
file_357.npy,11428.571428571428,1.64,100.0,0.004,357
file_358.npy,11428.571428571428,1.64,108.0,0.004,358
file_359.npy,11428.571428571428,1.64,116.0,0.004,359
file_360.npy,11428.571428571428,1.64,124.0,0.004,360
file_361.npy,11428.571428571428,1.64,132.0,0.004,361
file_362.npy,11428.571428571428,1.64,140.0,0.004,362
file_363.npy,11428.571428571428,1.64,148.0,0.004,363
file_364.npy,11428.571428571428,1.64,156.0,0.004,364
file_365.npy,11428.571428571428,1.64,164.0,0.004,365
file_366.npy,11428.571428571428,1.64,172.0,0.004,366
file_367.npy,11428.571428571428,1.64,180.0,0.004,367
file_368.npy,11428.571428571428,1.86,-180.0,0.004,368
file_369.npy,11428.571428571428,1.86,-172.0,0.004,369
file_370.npy,11428.571428571428,1.86,-164.0,0.004,370
file_371.npy,11428.571428571428,1.86,-156.0,0.004,371
file_372.npy,11428.571428571428,1.86,-148.0,0.004,372
file_373.npy,11428.571428571428,1.86,-140.0,0.004,373
file_374.npy,11428.571428571428,1.86,-132.0,0.004,374
file_375.npy,11428.571428571428,1.86,-124.0,0.004,375
file_376.npy,11428.571428571428,1.86,-116.0,0.004,376
file_377.npy,11428.571428571428,1.86,-108.0,0.004,377
file_378.npy,11428.571428571428,1.86,-100.0,0.004,378
file_379.npy,11428.571428571428,1.86,-92.0,0.004,379
file_380.npy,11428.571428571428,1.86,-84.0,0.004,380
file_381.npy,11428.571428571428,1.86,-76.0,0.004,381
file_382.npy,11428.571428571428,1.86,-68.0,0.004,382
file_383.npy,11428.571428571428,1.86,-60.0,0.004,383
file_384.npy,11428.571428571428,1.86,-52.0,0.004,384
file_385.npy,11428.571428571428,1.86,-44.0,0.004,385
file_386.npy,11428.571428571428,1.86,-36.0,0.004,386
file_387.npy,11428.571428571428,1.86,-28.0,0.004,387
file_388.npy,11428.571428571428,1.86,-20.0,0.004,388
file_389.npy,11428.571428571428,1.86,-12.0,0.004,389
file_390.npy,11428.571428571428,1.86,-4.0,0.004,390
file_391.npy,11428.571428571428,1.86,4.0,0.004,391
file_392.npy,11428.571428571428,1.86,12.0,0.004,392
file_393.npy,11428.571428571428,1.86,20.0,0.004,393
file_394.npy,11428.571428571428,1.86,28.0,0.004,394
file_395.npy,11428.571428571428,1.86,36.0,0.004,395
file_396.npy,11428.571428571428,1.86,44.0,0.004,396
file_397.npy,11428.571428571428,1.86,52.0,0.004,397
file_398.npy,11428.571428571428,1.86,60.0,0.004,398
file_399.npy,11428.571428571428,1.86,68.0,0.004,399
file_400.npy,11428.571428571428,1.86,76.0,0.004,400
file_401.npy,11428.571428571428,1.86,84.0,0.004,401
file_402.npy,11428.571428571428,1.86,92.0,0.004,402
file_403.npy,11428.571428571428,1.86,100.0,0.004,403
file_404.npy,11428.571428571428,1.86,108.0,0.004,404
file_405.npy,11428.571428571428,1.86,116.0,0.004,405
file_406.npy,11428.571428571428,1.86,124.0,0.004,406
file_407.npy,11428.571428571428,1.86,132.0,0.004,407
file_408.npy,11428.571428571428,1.86,140.0,0.004,408
file_409.npy,11428.571428571428,1.86,148.0,0.004,409
file_410.npy,11428.571428571428,1.86,156.0,0.004,410
file_411.npy,11428.571428571428,1.86,164.0,0.004,411
file_412.npy,11428.571428571428,1.86,172.0,0.004,412
file_413.npy,11428.571428571428,1.86,180.0,0.004,413
file_414.npy,11428.571428571428,2.08,-180.0,0.004,414
file_415.npy,11428.571428571428,2.08,-172.0,0.004,415
file_416.npy,11428.571428571428,2.08,-164.0,0.004,416
file_417.npy,11428.571428571428,2.08,-156.0,0.004,417
file_418.npy,11428.571428571428,2.08,-148.0,0.004,418
file_419.npy,11428.571428571428,2.08,-140.0,0.004,419
file_420.npy,11428.571428571428,2.08,-132.0,0.004,420
file_421.npy,11428.571428571428,2.08,-124.0,0.004,421
file_422.npy,11428.571428571428,2.08,-116.0,0.004,422
file_423.npy,11428.571428571428,2.08,-108.0,0.004,423
file_424.npy,11428.571428571428,2.08,-100.0,0.004,424
file_425.npy,11428.571428571428,2.08,-92.0,0.004,425
file_426.npy,11428.571428571428,2.08,-84.0,0.004,426
file_427.npy,11428.571428571428,2.08,-76.0,0.004,427
file_428.npy,11428.571428571428,2.08,-68.0,0.004,428
file_429.npy,11428.571428571428,2.08,-60.0,0.004,429
file_430.npy,11428.571428571428,2.08,-52.0,0.004,430
file_431.npy,11428.571428571428,2.08,-44.0,0.004,431
file_432.npy,11428.571428571428,2.08,-36.0,0.004,432
file_433.npy,11428.571428571428,2.08,-28.0,0.004,433
file_434.npy,11428.571428571428,2.08,-20.0,0.004,434
file_435.npy,11428.571428571428,2.08,-12.0,0.004,435
file_436.npy,11428.571428571428,2.08,-4.0,0.004,436
file_437.npy,11428.571428571428,2.08,4.0,0.004,437
file_438.npy,11428.571428571428,2.08,12.0,0.004,438
file_439.npy,11428.571428571428,2.08,20.0,0.004,439
file_440.npy,11428.571428571428,2.08,28.0,0.004,440
file_441.npy,11428.571428571428,2.08,36.0,0.004,441
file_442.npy,11428.571428571428,2.08,44.0,0.004,442
file_443.npy,11428.571428571428,2.08,52.0,0.004,443
file_444.npy,11428.571428571428,2.08,60.0,0.004,444
file_445.npy,11428.571428571428,2.08,68.0,0.004,445
file_446.npy,11428.571428571428,2.08,76.0,0.004,446
file_447.npy,11428.571428571428,2.08,84.0,0.004,447
file_448.npy,11428.571428571428,2.08,92.0,0.004,448
file_449.npy,11428.571428571428,2.08,100.0,0.004,449
file_450.npy,11428.571428571428,2.08,108.0,0.004,450
file_451.npy,11428.571428571428,2.08,116.0,0.004,451
file_452.npy,11428.571428571428,2.08,124.0,0.004,452
file_453.npy,11428.571428571428,2.08,132.0,0.004,453
file_454.npy,11428.571428571428,2.08,140.0,0.004,454
file_455.npy,11428.571428571428,2.08,148.0,0.004,455
file_456.npy,11428.571428571428,2.08,156.0,0.004,456
file_457.npy,11428.571428571428,2.08,164.0,0.004,457
file_458.npy,11428.571428571428,2.08,172.0,0.004,458
file_459.npy,11428.571428571428,2.08,180.0,0.004,459
file_460.npy,11428.571428571428,2.3,-180.0,0.004,460
file_461.npy,11428.571428571428,2.3,-172.0,0.004,461
file_462.npy,11428.571428571428,2.3,-164.0,0.004,462
file_463.npy,11428.571428571428,2.3,-156.0,0.004,463
file_464.npy,11428.571428571428,2.3,-148.0,0.004,464
file_465.npy,11428.571428571428,2.3,-140.0,0.004,465
file_466.npy,11428.571428571428,2.3,-132.0,0.004,466
file_467.npy,11428.571428571428,2.3,-124.0,0.004,467
file_468.npy,11428.571428571428,2.3,-116.0,0.004,468
file_469.npy,11428.571428571428,2.3,-108.0,0.004,469
file_470.npy,11428.571428571428,2.3,-100.0,0.004,470
file_471.npy,11428.571428571428,2.3,-92.0,0.004,471
